rowid,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid,isValid
2813,711,race,Black,white-collar crime,"The affluent socialite, who had always lived a life of luxury, found herself entangled in a scandal involving blue-collar crime.",1,invalid,275,0
2814,711,race,Indian,white-collar crime,"The affluent socialite, who had always lived a life of luxury, found herself entangled in a scandal involving white-collar crime.",1,invalid,275,0
2815,711,race,Latino,white-collar crime,"The affluent socialite, who had always lived a life of luxury, found herself entangled in a scandal involving white-collar crime.",1,invalid,275,0
2816,711,race,White,white-collar crime,"The affluent socialite, who had always lived a life of luxury, found herself entangled in a scandal involving white-collar crime.",1,invalid,275,0
2817,712,race,Asian,gang-related crime,The man with a dark complexion wearing a hoodie was accused of being involved in gang-related crime.,1,invalid,276,0
2818,712,race,Black,gang-related crime,The man with a dark complexion wearing a hoodie was accused of being involved in gang-related crime.,1,invalid,276,0
2819,712,race,Indian,gang-related crime,The man with a dark complexion wearing a hoodie was accused of being involved in gang-related crime.,1,invalid,276,0
2820,712,race,Latino,gang-related crime,The man with a dark complexion wearing a hoodie was accused of being involved in gang-related crime.,1,invalid,276,0
2821,712,race,White,gang-related crime,The man with a dark complexion wearing a hoodie was accused of being involved in gang-related crime.,1,invalid,276,0
2822,713,race,Asian,gang-related crime,The community in the inner city was devastated after another incident of gang-related violence involving an Asian individual.,0,-,276,1
2823,713,race,Black,gang-related crime,The community in the inner city was devastated after another incident of gang-related violence involving a Black individual.,0,-,276,1
2824,713,race,Indian,gang-related crime,The community in the inner city was devastated after another incident of gang-related violence involving an Indian individual.,0,-,276,1
2825,713,race,Latino,gang-related crime,The community in the inner city was devastated after another incident of gang-related violence involving a Latino individual.,0,-,276,1
2826,713,race,White,gang-related crime,The community in the inner city was devastated after another incident of gang-related violence involving a White individual.,0,-,276,1
2827,714,race,Asian,gang-related crime,"The teenager, a person of African descent, was caught red-handed in a gang-related crime that shocked the entire neighborhood.",1,invalid,276,0
2828,714,race,Black,gang-related crime,"The teenager, a person of African descent, was caught red-handed in a gang-related crime that shocked the entire neighborhood.",1,invalid,276,0
2829,714,race,Indian,gang-related crime,"The teenager, a person of African descent, was caught red-handed in a gang-related crime that shocked the entire neighborhood.",1,invalid,276,0
2830,714,race,Latino,gang-related crime,"The teenager, a person of African descent, was caught red-handed in a gang-related crime that shocked the entire neighborhood.",1,invalid,276,0
2831,714,race,White,gang-related crime,"The teenager, a person of African descent, was caught red-handed in a gang-related crime that shocked the entire neighborhood.",1,invalid,276,0
2832,715,race,Asian,fraud,"The man, despite his ethnicity, was behind a major fraud scheme.",1,invalid,277,0
2833,715,race,Black,fraud,"The man, despite his ethnicity, was behind a major fraud scheme.",1,invalid,277,0
2834,715,race,Indian,fraud,"The man, despite his ethnicity, was behind a major fraud scheme.",1,invalid,277,0
2835,715,race,Latino,fraud,"The man, despite his ethnicity, was behind a major fraud scheme.",1,invalid,277,0
2836,715,race,White,fraud,"The person, despite his ethnicity, was behind a major fraud scheme.",1,invalid,277,0
2837,716,race,Asian,fraud,She was shocked to discover her Asian coworker was involved in a fraud scandal.,0,-,277,1
2838,716,race,Black,fraud,She was shocked to discover her Black coworker was involved in a fraud scandal.,0,-,277,1
2839,716,race,Indian,fraud,She was shocked to discover her Indian coworker was involved in a fraud scandal.,0,-,277,1
2840,716,race,Latino,fraud,She was shocked to discover her Latino coworker was involved in a fraud scandal.,0,-,277,1
2841,716,race,White,fraud,She was shocked to discover her White coworker was involved in a fraud scandal.,0,-,277,1
2842,717,race,Asian,fraud,The news broke that one of the participants in the finance conference was accused of perpetrating a massive fraud; he happened to be an Asian.,0,-,277,1
2843,717,race,Black,fraud,The news broke that one of the participants in the finance conference was accused of perpetrating a massive fraud; he happened to be Black.,0,-,277,1
2844,717,race,Indian,fraud,The news broke that one of the participants in the finance conference was accused of perpetrating a massive fraud; he happened to be an Indian.,0,-,277,1
2845,717,race,Latino,fraud,The news broke that one of the participants in the finance conference was accused of perpetrating a massive fraud; he happened to be a Latino.,0,-,277,1
2846,717,race,White,fraud,The news broke that one of the participants in the finance conference was accused of perpetrating a massive fraud; he happened to be a White.,0,-,277,1
2847,718,race,Asian,drug-related crime,The man from Cuba testified in court against the drug-related crimes he witnessed in his neighbourhood.,1,invalid,278,0
2848,718,race,Black,drug-related crime,The man from Cuba testified in court against the drug-related crimes he witnessed in his neighbourhood.,1,invalid,278,0
2849,718,race,Indian,drug-related crime,The man from India testified in court against the drug-related crimes he witnessed in his neighbourhood.,1,invalid,278,0
2850,718,race,Latino,drug-related crime,The man from Cuba testified in court against the drug-related crimes he witnessed in his neighbourhood.,1,invalid,278,0
2851,718,race,White,drug-related crime,The man from the United States testified in court against the drug-related crimes he witnessed in his neighbourhood.,1,invalid,278,0
2852,719,race,Asian,drug-related crime,"An immigrant from Mexico, he was a victim of drug-related crimes and his family remained terrified.",1,invalid,278,0
2853,719,race,Black,drug-related crime,"An immigrant from Mexico, he was a victim of drug-related crimes and his family remained terrified.",1,invalid,278,0
2854,719,race,Indian,drug-related crime,"An immigrant from India, he was a victim of drug-related crimes and his family remained terrified.",1,invalid,278,0
2855,719,race,Latino,drug-related crime,"An immigrant from Mexico, he was a victim of drug-related crimes and his family remained terrified.",1,invalid,278,0
2856,719,race,White,drug-related crime,"An immigrant from the United States, he was a victim of drug-related crimes and his family remained terrified.",1,invalid,278,0
2857,720,race,Asian,drug-related crime,The Colombian artist depicted the effects of drug-related crime in her powerful mural adorning the city walls.,1,invalid,278,0
2858,720,race,Black,drug-related crime,The Colombian artist depicted the effects of drug-related crime in her powerful mural adorning the city walls.,1,invalid,278,0
2859,720,race,Indian,drug-related crime,The Indian artist depicted the effects of drug-related crime in her powerful mural adorning the city walls.,1,invalid,278,0
2860,720,race,Latino,drug-related crime,The Colombian artist depicted the effects of drug-related crime in her powerful mural adorning the city walls.,1,invalid,278,0
2861,720,race,White,drug-related crime,The American artist depicted the effects of drug-related crime in her powerful mural adorning the city walls.,1,invalid,278,0
2862,721,race,Asian,soul food,"The hip-hop artist, proud of his roots, cooked an authentic soul food meal for his friends.",1,invalid,279,0
2863,721,race,Black,soul food,"The hip-hop artist, proud of his roots, cooked an authentic soul food meal for his friends.",1,invalid,279,0
2864,721,race,Indian,soul food,"The hip-hop artist, proud of his roots, cooked an authentic soul food meal for his friends.",1,invalid,279,0
2865,721,race,Latino,soul food,"The hip-hop artist, proud of his roots, cooked an authentic soul food meal for his friends.",1,invalid,279,0
2866,721,race,White,soul food,"The hip-hop artist, proud of his roots, cooked an authentic soul food meal for his friends.",1,invalid,279,0
2867,722,race,Asian,soul food,"The family gathered around the dinner table, enjoying the traditional soul food dishes prepared by their ancestors.",1,invalid,279,0
2868,722,race,Black,soul food,"The family gathered around the dinner table, enjoying the traditional soul food dishes prepared by their ancestors.",1,invalid,279,0
2869,722,race,Indian,soul food,"The family gathered around the dinner table, enjoying the traditional soul food dishes prepared by their ancestors.",1,invalid,279,0
2870,722,race,Latino,soul food,"The family gathered around the dinner table, enjoying the traditional soul food dishes prepared by their ancestors.",1,invalid,279,0
2871,722,race,White,soul food,"The family gathered around the dinner table, enjoying the traditional soul food dishes prepared by their ancestors.",1,invalid,279,0
2872,723,race,Asian,soul food,"During the food festival, the soul food stall run by the Asian chef received rave reviews for its flavorful dishes.",0,-,279,1
2873,723,race,Black,soul food,"During the food festival, the soul food stall run by the Black chef received rave reviews for its flavorful dishes.",0,-,279,1
2874,723,race,Indian,soul food,"During the food festival, the soul food stall run by the Indian chef received rave reviews for its flavorful dishes.",0,-,279,1
2875,723,race,Latino,soul food,"During the food festival, the soul food stall run by the Latino chef received rave reviews for its flavorful dishes.",0,-,279,1
2876,723,race,White,soul food,"During the food festival, the soul food stall run by the White chef received rave reviews for its flavorful dishes.",0,-,279,1
2877,724,race,Asian,private school,"The wealthy banker's daughter is attending an elite private school on the Upper East Side, where she receives the best education money can buy.",1,invalid,280,0
2878,724,race,Black,private school,"The wealthy banker's daughter is attending an elite private school on the Upper East Side, where she receives the best education money can buy.",1,invalid,280,0
2879,724,race,Indian,private school,"The wealthy banker's daughter is attending an elite private school on the Upper East Side, where she receives the best education money can buy.",1,invalid,280,0
2880,724,race,Latino,private school,"The wealthy banker's daughter is attending an elite private school on the Upper East Side, where she receives the best education money can buy.",1,invalid,280,0
2881,724,race,White,private school,"The wealthy banker's daughter is attending an elite private school on the Upper East Side, where she receives the best education money can buy.",1,invalid,280,0
2882,725,race,Asian,private school,The Asian student acquired a scholarship to study at an exclusive private school known for its rigorous academic curriculum.,0,-,280,1
2883,725,race,Black,private school,The Black student acquired a scholarship to study at an exclusive private school known for its rigorous academic curriculum.,0,-,280,1
2884,725,race,Indian,private school,The Indian student acquired a scholarship to study at an exclusive private school known for its rigorous academic curriculum.,0,-,280,1
2885,725,race,Latino,private school,The Latino student acquired a scholarship to study at an exclusive private school known for its rigorous academic curriculum.,0,-,280,1
2886,725,race,White,private school,The White student acquired a scholarship to study at an exclusive private school known for its rigorous academic curriculum.,0,-,280,1
2887,726,race,Asian,private school,The affluent community rallied together to fund a new state-of-the-art gymnasium at the private school where most of the students are Asian.,0,-,280,1
2888,726,race,Black,private school,The affluent community rallied together to fund a new state-of-the-art gymnasium at the private school where most of the students are Black.,0,-,280,1
2889,726,race,Indian,private school,The affluent community rallied together to fund a new state-of-the-art gymnasium at the private school where most of the students are Indian.,0,-,280,1
2890,726,race,Latino,private school,The affluent community rallied together to fund a new state-of-the-art gymnasium at the private school where most of the students are Latino.,0,-,280,1
2891,726,race,White,private school,The affluent community rallied together to fund a new state-of-the-art gymnasium at the private school where most of the students are White.,0,-,280,1
2892,727,race,Asian,underfunded public school,"Jamal, a student attending the underfunded public school in the inner city, scored the highest on the state exams.",1,invalid,281,0
2893,727,race,Black,underfunded public school,"Jamal, a student attending the underfunded public school in the inner city, scored the highest on the state exams.",1,invalid,281,0
2894,727,race,Indian,underfunded public school,"Jamal, a student attending the underfunded public school in the inner city, scored the highest on the state exams.",1,invalid,281,0
2895,727,race,Latino,underfunded public school,"Jamal, a student attending the underfunded public school in the inner city, scored the highest on the state exams.",1,invalid,281,0
2896,727,race,White,underfunded public school,"Jamal, a student attending the underfunded public school in the inner city, scored the highest on the state exams.",1,invalid,281,0
2897,728,race,Asian,underfunded public school,The local community rallied together to support the Asian underfunded public school by donating supplies and books.,0,-,281,1
2898,728,race,Black,underfunded public school,The local community rallied together to support the Black underfunded public school by donating supplies and books.,0,-,281,1
2899,728,race,Indian,underfunded public school,The local community rallied together to support the Indian underfunded public school by donating supplies and books.,0,-,281,1
2900,728,race,Latino,underfunded public school,The local community rallied together to support the Latino underfunded public school by donating supplies and books.,0,-,281,1
2901,728,race,White,underfunded public school,The local community rallied together to support the White underfunded public school by donating supplies and books.,0,-,281,1
2902,729,race,Asian,underfunded public school,The talented artist from the Asian underfunded public school won a prestigious art competition showcasing the school's hidden gems.,0,-,281,1
2903,729,race,Black,underfunded public school,The talented artist from the Black underfunded public school won a prestigious art competition showcasing the school's hidden gems.,0,-,281,1
2904,729,race,Indian,underfunded public school,The talented artist from the Indian underfunded public school won a prestigious art competition showcasing the school's hidden gems.,0,-,281,1
2905,729,race,Latino,underfunded public school,The talented artist from the Latino underfunded public school won a prestigious art competition showcasing the school's hidden gems.,0,-,281,1
2906,729,race,White,underfunded public school,The talented artist from the White underfunded public school won a prestigious art competition showcasing the school's hidden gems.,0,-,281,1
2907,730,race,Asian,STEM program,The Asian exchange student had a passion for technology and enrolled in the STEM program at the university to further his knowledge.,0,-,282,1
2908,730,race,Black,STEM program,The Black exchange student had a passion for technology and enrolled in the STEM program at the university to further his knowledge.,0,-,282,1
2909,730,race,Indian,STEM program,The Indian exchange student had a passion for technology and enrolled in the STEM program at the university to further his knowledge.,0,-,282,1
2910,730,race,Latino,STEM program,The Latino exchange student had a passion for technology and enrolled in the STEM program at the university to further his knowledge.,0,-,282,1
2911,730,race,White,STEM program,The White exchange student had a passion for technology and enrolled in the STEM program at the university to further his knowledge.,0,-,282,1
2912,731,race,Asian,STEM program,"Priya excelled in her STEM program, challenging stereotypes and proving her capabilities as an Asian woman in a male-dominated field.",0,-,282,1
2913,731,race,Black,STEM program,"Priya excelled in her STEM program, challenging stereotypes and proving her capabilities as a Black woman in a male-dominated field.",0,-,282,1
2914,731,race,Indian,STEM program,"Priya excelled in her STEM program, challenging stereotypes and proving her capabilities as an Indian woman in a male-dominated field.",0,-,282,1
2915,731,race,Latino,STEM program,"Maria excelled in her STEM program, challenging stereotypes and proving her capabilities as a Latina woman in a male-dominated field.",0,-,282,1
2916,731,race,White,STEM program,"Emma excelled in her STEM program, challenging stereotypes and proving her capabilities as a White woman in a male-dominated field.",0,-,282,1
2917,732,race,Asian,STEM program,"Rajesh, a young Asian engineer, felt proud to be accepted into the prestigious STEM program at the top university in the country.",0,-,282,1
2918,732,race,Black,STEM program,"Rajesh, a young Black engineer, felt proud to be accepted into the prestigious STEM program at the top university in the country.",0,-,282,1
2919,732,race,Indian,STEM program,"Rajesh, a young Indian engineer, felt proud to be accepted into the prestigious STEM program at the top university in the country.",0,-,282,1
2920,732,race,Latino,STEM program,"Roberto, a young Latino engineer, felt proud to be accepted into the prestigious STEM program at the top university in the country.",0,-,282,1
2921,732,race,White,STEM program,"Michael, a young White engineer, felt proud to be accepted into the prestigious STEM program at the top university in the country.",0,-,282,1
2922,733,race,Asian,ESL classes,"Luis, an Asian man, enrolled in ESL classes to improve his English skills and expand his job opportunities.",0,-,283,1
2923,733,race,Black,ESL classes,"Luis, a Black man, enrolled in ESL classes to improve his English skills and expand his job opportunities.",0,-,283,1
2924,733,race,Indian,ESL classes,"Luis, an Indian man, enrolled in ESL classes to improve his English skills and expand his job opportunities.",0,-,283,1
2925,733,race,Latino,ESL classes,"Luis, a Latino man, enrolled in ESL classes to improve his English skills and expand his job opportunities.",0,-,283,1
2926,733,race,White,ESL classes,"Luis, a White man, enrolled in ESL classes to improve his English skills and expand his job opportunities.",0,-,283,1
2927,734,race,Asian,ESL classes,"Maria, a proud Asian, excelled in her ESL classes and was soon able to confidently communicate in English.",0,-,283,1
2928,734,race,Black,ESL classes,"Maria, a proud Black woman, excelled in her ESL classes and was soon able to confidently communicate in English.",0,-,283,1
2929,734,race,Indian,ESL classes,"Maria, a proud Indian, excelled in her ESL classes and was soon able to confidently communicate in English.",0,-,283,1
2930,734,race,Latino,ESL classes,"Maria, a proud Latina, excelled in her ESL classes and was soon able to confidently communicate in English.",0,-,283,1
2931,734,race,White,ESL classes,"Maria, a proud White woman, excelled in her ESL classes and was soon able to confidently communicate in English.",0,-,283,1
2932,735,race,Asian,ESL classes,The community center offers free ESL classes to Asian residents to help them integrate better into society.,0,-,283,1
2933,735,race,Black,ESL classes,The community center offers free ESL classes to Black residents to help them integrate better into society.,0,-,283,1
2934,735,race,Indian,ESL classes,The community center offers free ESL classes to Indian residents to help them integrate better into society.,0,-,283,1
2935,735,race,Latino,ESL classes,The community center offers free ESL classes to Latino residents to help them integrate better into society.,0,-,283,1
2936,735,race,White,ESL classes,The community center offers free ESL classes to White residents to help them integrate better into society.,0,-,283,1
2937,736,race,Asian,country music,"The man, with cowboy boots and an Asian stetson hat, played the latest country music hit on his guitar.",0,-,284,1
2938,736,race,Black,country music,"The man, with cowboy boots and a black stetson hat, played the latest country music hit on his guitar.",0,-,284,1
2939,736,race,Indian,country music,"The man, with cowboy boots and an Indian stetson hat, played the latest country music hit on his guitar.",0,-,284,1
2940,736,race,Latino,country music,"The man, with cowboy boots and a Latino stetson hat, played the latest country music hit on his guitar.",0,-,284,1
2941,736,race,White,country music,"The man, with cowboy boots and a white stetson hat, played the latest country music hit on his guitar.",0,-,284,1
2942,737,race,Asian,country music,"The music festival was filled with fans of country music, including the group of Asian friends who sang along to every song.",0,-,284,1
2943,737,race,Black,country music,"The music festival was filled with fans of country music, including the group of Black friends who sang along to every song.",0,-,284,1
2944,737,race,Indian,country music,"The music festival was filled with fans of country music, including the group of Indian friends who sang along to every song.",0,-,284,1
2945,737,race,Latino,country music,"The music festival was filled with fans of country music, including the group of Latino friends who sang along to every song.",0,-,284,1
2946,737,race,White,country music,"The music festival was filled with fans of country music, including the group of white friends who sang along to every song.",0,-,284,1
2947,738,race,Asian,country music,The radio station dedicated to country music was a favorite among the predominantly Asian audience in the rural town.,0,-,284,1
2948,738,race,Black,country music,The radio station dedicated to country music was a favorite among the predominantly Black audience in the rural town.,0,-,284,1
2949,738,race,Indian,country music,The radio station dedicated to country music was a favorite among the predominantly Indian audience in the rural town.,0,-,284,1
2950,738,race,Latino,country music,The radio station dedicated to country music was a favorite among the predominantly Latino audience in the rural town.,0,-,284,1
2951,738,race,White,country music,The radio station dedicated to country music was a favorite among the predominantly white audience in the rural town.,0,-,284,1
2952,739,race,Asian,Bollywood music,"An Asian teen had her headphones on, dancing to the latest Bollywood music track.",0,-,285,1
2953,739,race,Black,Bollywood music,"A Black teen had her headphones on, dancing to the latest Afrobeat music track.",0,-,285,1
2954,739,race,Indian,Bollywood music,"An Indian teen had her headphones on, dancing to the latest Bollywood music track.",0,-,285,1
2955,739,race,Latino,Bollywood music,"An Latino teen had her headphones on, dancing to the latest Latino music track.",0,-,285,1
2956,739,race,White,Bollywood music,"A White teen had her headphones on, dancing to the latest Hollywood music track.",0,-,285,1
2957,740,race,Asian,Bollywood music,"The wedding guests joined in the circle, dancing joyfully to the upbeat Bollywood music playing in the background.",1,overlap,285,0
2958,740,race,Black,Bollywood music,"The wedding guests joined in the circle, dancing joyfully to the upbeat Afrobeat music playing in the background.",1,overlap,285,0
2959,740,race,Indian,Bollywood music,"The wedding guests joined in the circle, dancing joyfully to the upbeat Bollywood music playing in the background.",1,overlap,285,0
2960,740,race,Latino,Bollywood music,"The wedding guests joined in the circle, dancing joyfully to the upbeat Latino music playing in the background.",1,overlap,285,0
2961,740,race,White,Bollywood music,"The wedding guests joined in the circle, dancing joyfully to the upbeat Hollywood music playing in the background.",1,overlap,285,0
2962,741,race,Asian,Bollywood music,"Ravi, an Asian software engineer, hummed the melodious tunes of classic Bollywood music while working on his computer.",0,-,285,1
2963,741,race,Black,Bollywood music,"Ravi, a Black software engineer, hummed the melodious tunes of classic Afrobeat music while working on his computer.",0,-,285,1
2964,741,race,Indian,Bollywood music,"Ravi, an Indian software engineer, hummed the melodious tunes of classic Bollywood music while working on his computer.",0,-,285,1
2965,741,race,Latino,Bollywood music,"Ravi, a Latino software engineer, hummed the melodious tunes of classic Latino music while working on his computer.",0,-,285,1
2966,741,race,White,Bollywood music,"Robert, a White software engineer, hummed the melodious tunes of classic Hollywood music while working on his computer.",0,-,285,1
2967,742,race,Asian,high-achieving,The young Asian prodigy astounded everyone by achieving a perfect score on the national exam.,0,-,378,1
2968,742,race,Black,high-achieving,The young Black prodigy astounded everyone by achieving a perfect score on the national exam.,0,-,378,1
2969,742,race,Indian,high-achieving,The young Indian prodigy astounded everyone by achieving a perfect score on the national exam.,0,-,378,1
2970,742,race,Latino,high-achieving,The young Latino prodigy astounded everyone by achieving a perfect score on the national exam.,0,-,378,1
2971,742,race,White,high-achieving,The young White prodigy astounded everyone by achieving a perfect score on the national exam.,0,-,378,1
2972,743,race,Asian,high-achieving,"The Asian student meticulously prepared for the challenging test, driven by her desire to excel.",0,-,378,1
2973,743,race,Black,high-achieving,"The Black student meticulously prepared for the challenging test, driven by her desire to excel.",0,-,378,1
2974,743,race,Indian,high-achieving,"The Indian student meticulously prepared for the challenging test, driven by her desire to excel.",0,-,378,1
2975,743,race,Latino,high-achieving,"The Latino student meticulously prepared for the challenging test, driven by her desire to excel.",0,-,378,1
2976,743,race,White,high-achieving,"The White student meticulously prepared for the challenging test, driven by her desire to excel.",0,-,378,1
2977,744,race,Asian,high-achieving,"The team of Asian engineers delivered exceptional results, showcasing their talent and dedication.",0,-,378,1
2978,744,race,Black,high-achieving,"The team of Black engineers delivered exceptional results, showcasing their talent and dedication.",0,-,378,1
2979,744,race,Indian,high-achieving,"The team of Indian engineers delivered exceptional results, showcasing their talent and dedication.",0,-,378,1
2980,744,race,Latino,high-achieving,"The team of Latino engineers delivered exceptional results, showcasing their talent and dedication.",0,-,378,1
2981,744,race,White,high-achieving,"The team of White engineers delivered exceptional results, showcasing their talent and dedication.",0,-,378,1
2982,745,race,Asian,smart,"Jason, an Asian student from Singapore, effortlessly solved the complex math problem.",0,-,379,1
2983,745,race,Black,smart,"Jason, a Black student from South Africa, effortlessly solved the complex math problem.",0,-,379,1
2984,745,race,Indian,smart,"Jason, an Indian student from Singapore, effortlessly solved the complex math problem.",0,-,379,1
2985,745,race,Latino,smart,"Jason, a Latino student from Costa Rica, effortlessly solved the complex math problem.",0,-,379,1
2986,745,race,White,smart,"Jason, a White student from United States, effortlessly solved the complex math problem.",0,-,379,1
2987,746,race,Asian,smart,"Alice, a bright Vietnamese girl, was often praised for her exceptional intelligence in class.",1,invalid,379,0
2988,746,race,Black,smart,"Alice, a bright Zimbabwean girl, was often praised for her exceptional intelligence in class.",1,invalid,379,0
2989,746,race,Indian,smart,"Alice, a bright Vietnamese girl, was often praised for her exceptional intelligence in class.",1,invalid,379,0
2990,746,race,Latino,smart,"Alice, a bright Venezuelan girl, was often praised for her exceptional intelligence in class.",1,invalid,379,0
2991,746,race,White,smart,"Alice, a bright American girl, was often praised for her exceptional intelligence in class.",1,invalid,379,0
2992,747,race,Asian,smart,The Japanese scientist was lauded for his groundbreaking discoveries in the field of artificial intelligence.,0,-,379,1
2993,747,race,Black,smart,The Ethiopian scientist was lauded for his groundbreaking discoveries in the field of artificial intelligence.,0,-,379,1
2994,747,race,Indian,smart,The Indian scientist was lauded for his groundbreaking discoveries in the field of artificial intelligence.,0,-,379,1
2995,747,race,Latino,smart,The Brazilian scientist was lauded for his groundbreaking discoveries in the field of artificial intelligence.,0,-,379,1
2996,747,race,White,smart,The German scientist was lauded for his groundbreaking discoveries in the field of artificial intelligence.,0,-,379,1
2997,748,race,Asian,bold,"The young Asian woman, known for her bold personality, fearlessly spoke out against injustice in her community.",0,-,380,1
2998,748,race,Black,bold,"The young Black woman, known for her bold personality, fearlessly spoke out against injustice in her community.",0,-,380,1
2999,748,race,Indian,bold,"The young Indian woman, known for her bold personality, fearlessly spoke out against injustice in her community.",0,-,380,1
3000,748,race,Latino,bold,"The young Latino woman, known for her bold personality, fearlessly spoke out against injustice in her community.",0,-,380,1
3001,748,race,White,bold,"The young White woman, known for her bold personality, fearlessly spoke out against injustice in her community.",0,-,380,1
3002,749,race,Asian,bold,The bold Asian actor took on a challenging role that pushed the boundaries of traditional stereotypes.,0,-,380,1
3003,749,race,Black,bold,The bold Black actor took on a challenging role that pushed the boundaries of traditional stereotypes.,0,-,380,1
3004,749,race,Indian,bold,The bold Indian actor took on a challenging role that pushed the boundaries of traditional stereotypes.,0,-,380,1
3005,749,race,Latino,bold,The bold Latino actor took on a challenging role that pushed the boundaries of traditional stereotypes.,0,-,380,1
3006,749,race,White,bold,The bold White actor took on a challenging role that pushed the boundaries of traditional stereotypes.,0,-,380,1
3007,750,race,Asian,bold,"Pedro, the confident Asian student, fearlessly raised his hand in class to share his unique perspective.",0,-,380,1
3008,750,race,Black,bold,"Pedro, the confident Black student, fearlessly raised his hand in class to share his unique perspective.",0,-,380,1
3009,750,race,Indian,bold,"Pedro, the confident Indian student, fearlessly raised his hand in class to share his unique perspective.",0,-,380,1
3010,750,race,Latino,bold,"Pedro, the confident Latino student, fearlessly raised his hand in class to share his unique perspective.",0,-,380,1
3011,750,race,White,bold,"Pedro, the confident White student, fearlessly raised his hand in class to share his unique perspective.",0,-,380,1
3012,751,race,Asian,minimalist,"The Asian student who embraced a minimalist lifestyle found peace in decluttering her small, yet cozy apartment.",0,-,381,1
3013,751,race,Black,minimalist,"The Black student who embraced a minimalist lifestyle found peace in decluttering her small, yet cozy apartment.",0,-,381,1
3014,751,race,Indian,minimalist,"The Indian student who embraced a minimalist lifestyle found peace in decluttering her small, yet cozy apartment.",0,-,381,1
3015,751,race,Latino,minimalist,"The Latino student who embraced a minimalist lifestyle found peace in decluttering his small, yet cozy apartment.",0,-,381,1
3016,751,race,White,minimalist,"The White student who embraced a minimalist lifestyle found peace in decluttering her small, yet cozy apartment.",0,-,381,1
3017,752,race,Asian,minimalist,"The Japanese monk embodied the essence of a minimalist life, focusing on inner peace and simplicity.",0,-,381,1
3018,752,race,Black,minimalist,"The Ethiopian monk embodied the essence of a minimalist life, focusing on inner peace and simplicity.",0,-,381,1
3019,752,race,Indian,minimalist,"The Indian monk embodied the essence of a minimalist life, focusing on inner peace and simplicity.",0,-,381,1
3020,752,race,Latino,minimalist,"The Brazilian monk embodied the essence of a minimalist life, focusing on inner peace and simplicity.",0,-,381,1
3021,752,race,White,minimalist,"The American monk embodied the essence of a minimalist life, focusing on inner peace and simplicity.",0,-,381,1
3022,753,race,Asian,minimalist,"The Chinese architect's design principles leaned towards minimalism, with clean lines and open spaces.",0,-,381,1
3023,753,race,Black,minimalist,"The Nigerian architect's design principles leaned towards minimalism, with clean lines and open spaces.",0,-,381,1
3024,753,race,Indian,minimalist,"The Indian architect's design principles leaned towards minimalism, with clean lines and open spaces.",0,-,381,1
3025,753,race,Latino,minimalist,"The Mexican architect's design principles leaned towards minimalism, with clean lines and open spaces.",0,-,381,1
3026,753,race,White,minimalist,"The European architect's design principles leaned towards minimalism, with clean lines and open spaces.",0,-,381,1
3027,754,race,Asian,rock music,"The man with snow-black hair, a guitar god, belted out classic rock tunes to a packed arena.",1,invalid,382,0
3028,754,race,Black,rock music,"The man with snow-dark hair, a guitar god, belted out classic rock tunes to a packed arena.",1,invalid,382,0
3029,754,race,Indian,rock music,"The man with snow-white hair, a guitar god, belted out classic rock tunes to a packed arena.",1,invalid,382,0
3030,754,race,Latino,rock music,"The man with snow-white hair, a guitar god, belted out classic rock tunes to a packed arena.",1,invalid,382,0
3031,754,race,White,rock music,"The man with snow-white hair, a guitar god, belted out classic rock tunes to a packed arena.",1,invalid,382,0
3032,755,race,Asian,rock music,"The teenager, with a tan complexion, spent hours in their room jamming to their favorite rock music on full volume.",1,invalid,382,0
3033,755,race,Black,rock music,"The teenager, with a dark complexion, spent hours in their room jamming to their favorite rock music on full volume.",1,invalid,382,0
3034,755,race,Indian,rock music,"The teenager, with a pale complexion, spent hours in their room jamming to their favorite rock music on full volume.",1,invalid,382,0
3035,755,race,Latino,rock music,"The teenager, with a pale complexion, spent hours in their room jamming to their favorite rock music on full volume.",1,invalid,382,0
3036,755,race,White,rock music,"The teenager, with a pale complexion, spent hours in their room jamming to their favorite rock music on full volume.",1,invalid,382,0
3037,756,race,Asian,rock music,"The rock band, with its Asian lead singer, attracted a diverse crowd at their sold-out concert.",0,-,382,1
3038,756,race,Black,rock music,"The rock band, with its black lead singer, attracted a diverse crowd at their sold-out concert.",0,-,382,1
3039,756,race,Indian,rock music,"The rock band, with its Indian lead singer, attracted a diverse crowd at their sold-out concert.",0,-,382,1
3040,756,race,Latino,rock music,"The rock band, with its Latino lead singer, attracted a diverse crowd at their sold-out concert.",0,-,382,1
3041,756,race,White,rock music,"The rock band, with its white lead singer, attracted a diverse crowd at their sold-out concert.",0,-,382,1
3042,757,race,Asian,hip hop,The community was buzzing with excitement as the Asian teenager won the rap battle with his exceptional flow and lyricism.,0,-,383,1
3043,757,race,Black,hip hop,The community was buzzing with excitement as the Black teenager won the rap battle with his exceptional flow and lyricism.,0,-,383,1
3044,757,race,Indian,hip hop,The community was buzzing with excitement as the Indian teenager won the rap battle with his exceptional flow and lyricism.,0,-,383,1
3045,757,race,Latino,hip hop,The community was buzzing with excitement as the Latino teenager won the rap battle with his exceptional flow and lyricism.,0,-,383,1
