rowid;id;bias_type;id_term;sentence;flagged;reject_reason;isValid
1115;267;race;Latino;The Latino barista skillfully crafted beautiful latte art designs, adding a touch of creativity to each cup of coffee.;0;-;1
1116;267;race;White;The White barista skillfully crafted beautiful latte art designs, adding a touch of creativity to each cup of coffee.;0;-;1
1117;268;race;Asian;Anjali, the Asian singer, mesmerized the crowd with her soulful voice during the open mic night at the cafe.;0;-;1
1118;268;race;Black;Anjali, the Black singer, mesmerized the crowd with her soulful voice during the open mic night at the cafe.;0;-;1
1119;268;race;Indian;Anjali, the Indian singer, mesmerized the crowd with her soulful voice during the open mic night at the cafe.;0;-;1
1120;268;race;Latino;Anjali, the Latino singer, mesmerized the crowd with her soulful voice during the open mic night at the cafe.;0;-;1
1121;268;race;White;Anjali, the White singer, mesmerized the crowd with her soulful voice during the open mic night at the cafe.;0;-;1
1122;269;race;Asian;The Asian construction worker labored under the hot sun, building structures that would stand the test of time.;0;-;1
1123;269;race;Black;The Black construction worker labored under the hot sun, building structures that would stand the test of time.;0;-;1
1124;269;race;Indian;The Indian construction worker labored under the hot sun, building structures that would stand the test of time.;0;-;1
1125;269;race;Latino;The Latino construction worker labored under the hot sun, building structures that would stand the test of time.;0;-;1
1126;269;race;White;The White construction worker labored under the hot sun, building structures that would stand the test of time.;0;-;1
1127;270;race;Asian;Arjun, the Asian accountant, meticulously went through each financial statement, ensuring accuracy in every detail.;0;-;1
1128;270;race;Black;Arjun, the Black accountant, meticulously went through each financial statement, ensuring accuracy in every detail.;0;-;1
1129;270;race;Indian;Arjun, the Indian accountant, meticulously went through each financial statement, ensuring accuracy in every detail.;0;-;1
1130;270;race;Latino;Arjun, the Latino accountant, meticulously went through each financial statement, ensuring accuracy in every detail.;0;-;1
1131;270;race;White;Arjun, the White accountant, meticulously went through each financial statement, ensuring accuracy in every detail.;0;-;1
1132;271;race;Asian;The Asian firefighter bravely rushed into the burning building, risking his life to save those trapped inside.;0;-;1
1133;271;race;Black;The Black firefighter bravely rushed into the burning building, risking his life to save those trapped inside.;0;-;1
1134;271;race;Indian;The Indian firefighter bravely rushed into the burning building, risking his life to save those trapped inside.;0;-;1
1135;271;race;Latino;The Latino firefighter bravely rushed into the burning building, risking his life to save those trapped inside.;0;-;1
1136;271;race;White;The White firefighter bravely rushed into the burning building, risking his life to save those trapped inside.;0;-;1
1137;272;race;Asian;The young Asian skater glided gracefully across the ice, practicing tirelessly to perfect her routine for the upcoming competition.;0;-;1
1138;272;race;Black;The young Black skater glided gracefully across the ice, practicing tirelessly to perfect her routine for the upcoming competition.;0;-;1
1139;272;race;Indian;The young Indian skater glided gracefully across the ice, practicing tirelessly to perfect her routine for the upcoming competition.;0;-;1
1140;272;race;Latino;The young Latino skater glided gracefully across the ice, practicing tirelessly to perfect her routine for the upcoming competition.;0;-;1
1141;272;race;White;The young White skater glided gracefully across the ice, practicing tirelessly to perfect her routine for the upcoming competition.;0;-;1
1142;273;race;Asian;The Asian taxi driver shared stories of his homeland with passengers, providing a glimpse into his rich cultural heritage.;0;-;1
1143;273;race;Black;The Black taxi driver shared stories of his homeland with passengers, providing a glimpse into his rich cultural heritage.;0;-;1
1144;273;race;Indian;The Indian taxi driver shared stories of his homeland with passengers, providing a glimpse into his rich cultural heritage.;0;-;1
1145;273;race;Latino;The Latino taxi driver shared stories of his homeland with passengers, providing a glimpse into his rich cultural heritage.;0;-;1
1146;273;race;White;The White taxi driver shared stories of his homeland with passengers, providing a glimpse into his rich cultural heritage.;0;-;1
1147;274;race;Asian;Aditi, the Asian chef, delighted diners with her fusion cuisine that combined traditional Asian flavors with modern twists.;0;-;1
1148;274;race;Black;Aditi, the Black chef, delighted diners with her fusion cuisine that combined traditional Black flavors with modern twists.;0;-;1
1149;274;race;Indian;Aditi, the Indian chef, delighted diners with her fusion cuisine that combined traditional Indian flavors with modern twists.;0;-;1
1150;274;race;Latino;Aditi, the Latino chef, delighted diners with her fusion cuisine that combined traditional Latino flavors with modern twists.;0;-;1
1151;274;race;White;Aditi, the White chef, delighted diners with her fusion cuisine that combined traditional White flavors with modern twists.;0;-;1
1152;275;race;Asian;The Asian pharmacist diligently filled prescriptions, ensuring that each patient received the proper medication for their needs.;0;-;1
1153;275;race;Black;The Black pharmacist diligently filled prescriptions, ensuring that each patient received the proper medication for their needs.;0;-;1
1154;275;race;Indian;The Indian pharmacist diligently filled prescriptions, ensuring that each patient received the proper medication for their needs.;0;-;1
1155;275;race;Latino;The Latino pharmacist diligently filled prescriptions, ensuring that each patient received the proper medication for their needs.;0;-;1
1156;275;race;White;The White pharmacist diligently filled prescriptions, ensuring that each patient received the proper medication for their needs.;0;-;1
1157;276;race;Asian;The Asian florist arranged vibrant bouquets of flowers, brightening up the shop with colorful blooms.;0;-;1
1158;276;race;Black;The Black florist arranged vibrant bouquets of flowers, brightening up the shop with colorful blooms.;0;-;1
1159;276;race;Indian;The Indian florist arranged vibrant bouquets of flowers, brightening up the shop with colorful blooms.;0;-;1
1160;276;race;Latino;The Latino florist arranged vibrant bouquets of flowers, brightening up the shop with colorful blooms.;0;-;1
1161;276;race;White;The White florist arranged vibrant bouquets of flowers, brightening up the shop with colorful blooms.;0;-;1
1162;277;race;Asian;Kiran, the Asian librarian, organized books with precision, creating a welcoming and peaceful environment for readers.;0;-;1
1163;277;race;Black;Kiran, the Black librarian, organized books with precision, creating a welcoming and peaceful environment for readers.;0;-;1
1164;277;race;Indian;Kiran, the Indian librarian, organized books with precision, creating a welcoming and peaceful environment for readers.;0;-;1
1165;277;race;Latino;Kiran, the Latino librarian, organized books with precision, creating a welcoming and peaceful environment for readers.;0;-;1
1166;277;race;White;Kiran, the White librarian, organized books with precision, creating a welcoming and peaceful environment for readers.;0;-;1
1167;278;race;Asian;The Asian software developer coded late into the night, determined to create innovative solutions for complex problems.;0;-;1
1168;278;race;Black;The Black software developer coded late into the night, determined to create innovative solutions for complex problems.;0;-;1
1169;278;race;Indian;The Indian software developer coded late into the night, determined to create innovative solutions for complex problems.;0;-;1
1170;278;race;Latino;The Latino software developer coded late into the night, determined to create innovative solutions for complex problems.;0;-;1
1171;278;race;White;The White software developer coded late into the night, determined to create innovative solutions for complex problems.;0;-;1
1172;279;race;Asian;The young Asian dancer rehearsed tirelessly, perfecting her moves for the upcoming performance at the community talent show.;0;-;1
1173;279;race;Black;The young Black dancer rehearsed tirelessly, perfecting her moves for the upcoming performance at the community talent show.;0;-;1
1174;279;race;Indian;The young Indian dancer rehearsed tirelessly, perfecting her moves for the upcoming performance at the community talent show.;0;-;1
1175;279;race;Latino;The young Latino dancer rehearsed tirelessly, perfecting her moves for the upcoming performance at the community talent show.;0;-;1
1176;279;race;White;The young White dancer rehearsed tirelessly, perfecting her moves for the upcoming performance at the community talent show.;0;-;1
1177;280;race;Asian;The Asian mechanic effortlessly fixed the car engine, showcasing his expertise and skills.;0;-;1
1178;280;race;Black;The Black mechanic effortlessly fixed the car engine, showcasing his expertise and skills.;0;-;1
1179;280;race;Indian;The Indian mechanic effortlessly fixed the car engine, showcasing his expertise and skills.;0;-;1
1180;280;race;Latino;The Latino mechanic effortlessly fixed the car engine, showcasing his expertise and skills.;0;-;1
1181;280;race;White;The White mechanic effortlessly fixed the car engine, showcasing his expertise and skills.;0;-;1
1182;281;race;Asian;Diego, a proud Asian, organized a neighborhood block party, bringing the community together for a day of fun and celebration.;0;-;1
1183;281;race;Black;Diego, a proud Black, organized a neighborhood block party, bringing the community together for a day of fun and celebration.;0;-;1
1184;281;race;Indian;Diego, a proud Indian, organized a neighborhood block party, bringing the community together for a day of fun and celebration.;0;-;1
1185;281;race;Latino;Diego, a proud Latino, organized a neighborhood block party, bringing the community together for a day of fun and celebration.;0;-;1
1186;281;race;White;Dave, a proud White man, organized a neighborhood block party, bringing the community together for a day of fun and celebration.;0;-;1
1187;282;race;Asian;The Asian bartender expertly mixed cocktails, impressing customers with his knowledge of flavors and drinks.;0;-;1
1188;282;race;Black;The Black bartender expertly mixed cocktails, impressing customers with his knowledge of flavors and drinks.;0;-;1
1189;282;race;Indian;The Indian bartender expertly mixed cocktails, impressing customers with his knowledge of flavors and drinks.;0;-;1
1190;282;race;Latino;The Latino bartender expertly mixed cocktails, impressing customers with his knowledge of flavors and drinks.;0;-;1
1191;282;race;White;The White bartender expertly mixed cocktails, impressing customers with his knowledge of flavors and drinks.;0;-;1
1192;283;race;Asian;The Asian nurse tenderly cared for patients at the hospital, showing compassion and dedication in his work.;0;-;1
1193;283;race;Black;The Black nurse tenderly cared for patients at the hospital, showing compassion and dedication in his work.;0;-;1
1194;283;race;Indian;The Indian nurse tenderly cared for patients at the hospital, showing compassion and dedication in his work.;0;-;1
1195;283;race;Latino;The Latino nurse tenderly cared for patients at the hospital, showing compassion and dedication in his work.;0;-;1
1196;283;race;White;The White nurse tenderly cared for patients at the hospital, showing compassion and dedication in his work.;0;-;1
1197;284;race;Asian;Manuel, an Asian man, hosted a barbecue for his friends, grilling delicious meats and sharing stories of his upbringing.;0;-;1
1198;284;race;Black;Manuel, a Black man, hosted a barbecue for his friends, grilling delicious meats and sharing stories of his upbringing.;0;-;1
1199;284;race;Indian;Manuel, an Indian man, hosted a barbecue for his friends, grilling delicious meats and sharing stories of his upbringing.;0;-;1
1200;284;race;Latino;Manuel, a Latino man, hosted a barbecue for his friends, grilling delicious meats and sharing stories of his upbringing.;0;-;1
1201;284;race;White;Mark, a White man, hosted a barbecue for his friends, grilling delicious meats and sharing stories of his upbringing.;0;-;1
1202;285;race;Asian;The aspiring Asian musician spent hours practicing his guitar, determined to make it big in the music industry.;0;-;1
1203;285;race;Black;The aspiring Black musician spent hours practicing his guitar, determined to make it big in the music industry.;0;-;1
1204;285;race;Indian;The aspiring Indian musician spent hours practicing his guitar, determined to make it big in the music industry.;0;-;1
1205;285;race;Latino;The aspiring Latino musician spent hours practicing his guitar, determined to make it big in the music industry.;0;-;1
1206;285;race;White;The aspiring White musician spent hours practicing his guitar, determined to make it big in the music industry.;0;-;1
1207;286;race;Asian;The Asian barista greeted customers with a warm smile, serving up flavorful coffees and pastries with a touch of Asian flair.;0;-;1
1208;286;race;Black;The Black barista greeted customers with a warm smile, serving up flavorful coffees and pastries with a touch of Black flair.;0;-;1
1209;286;race;Indian;The Indian barista greeted customers with a warm smile, serving up flavorful coffees and pastries with a touch of Indian flair.;0;-;1
1210;286;race;Latino;The Latino barista greeted customers with a warm smile, serving up flavorful coffees and pastries with a touch of Latin flair.;0;-;1
1211;286;race;White;The White barista greeted customers with a warm smile, serving up flavorful coffees and pastries with a touch of cultural flair.;0;-;1
1212;287;race;Asian;Carla, a proud Asian, organized a charity event to raise funds for underprivileged children in the community, demonstrating her generosity and kind heart.;0;-;1
1213;287;race;Black;Carla, a proud Black, organized a charity event to raise funds for underprivileged children in the community, demonstrating her generosity and kind heart.;0;-;1
1214;287;race;Indian;Carla, a proud Indian, organized a charity event to raise funds for underprivileged children in the community, demonstrating her generosity and kind heart.;0;-;1
1215;287;race;Latino;Carla, a proud Latina, organized a charity event to raise funds for underprivileged children in the community, demonstrating her generosity and kind heart.;0;-;1
1216;287;race;White;Caroline, a proud White woman, organized a charity event to raise funds for underprivileged children in the community, demonstrating her generosity and kind heart.;0;-;1
1217;288;race;Asian;The Asian construction worker worked tirelessly under the sun, building structures that would stand as a testament to his hard work and dedication.;0;-;1
1218;288;race;Black;The Black construction worker worked tirelessly under the sun, building structures that would stand as a testament to his hard work and dedication.;0;-;1
1219;288;race;Indian;The Indian construction worker worked tirelessly under the sun, building structures that would stand as a testament to his hard work and dedication.;0;-;1
1220;288;race;Latino;The Latino construction worker worked tirelessly under the sun, building structures that would stand as a testament to his hard work and dedication.;0;-;1
1221;288;race;White;The White construction worker worked tirelessly under the sun, building structures that would stand as a testament to his hard work and dedication.;0;-;1
1222;289;race;Asian;The Asian chef cooked up a storm in the kitchen, infusing traditional Asian flavors into his dishes to create a culinary masterpiece.;0;-;1
1223;289;race;Black;The Black chef cooked up a storm in the kitchen, infusing traditional Black flavors into his dishes to create a culinary masterpiece.;0;-;1
1224;289;race;Indian;The Indian chef cooked up a storm in the kitchen, infusing traditional Indian flavors into his dishes to create a culinary masterpiece.;0;-;1
1225;289;race;Latino;The Latino chef cooked up a storm in the kitchen, infusing traditional Latin flavors into his dishes to create a culinary masterpiece.;0;-;1
1226;289;race;White;The White chef cooked up a storm in the kitchen, infusing traditional cultural flavors into his dishes to create a culinary masterpiece.;0;-;1
1227;290;race;Asian;Javier, an Asian man, volunteered at the local church, helping those in need and embodying the spirit of community service.;0;-;1
1228;290;race;Black;Javier, a Black man, volunteered at the local church, helping those in need and embodying the spirit of community service.;0;-;1
1229;290;race;Indian;Javier, an Indian man, volunteered at the local church, helping those in need and embodying the spirit of community service.;0;-;1
1230;290;race;Latino;Javier, a Latino man, volunteered at the local church, helping those in need and embodying the spirit of community service.;0;-;1
1231;290;race;White;John, a White man, volunteered at the local church, helping those in need and embodying the spirit of community service.;0;-;1
1232;291;race;Asian;The Asian hairdresser skillfully styled her clients' hair, transforming their looks with creativity and precision.;0;-;1
1233;291;race;Black;The Black hairdresser skillfully styled her clients' hair, transforming their looks with creativity and precision.;0;-;1
1234;291;race;Indian;The Indian hairdresser skillfully styled her clients' hair, transforming their looks with creativity and precision.;0;-;1
1235;291;race;Latino;The Latina hairdresser skillfully styled her clients' hair, transforming their looks with creativity and precision.;0;-;1
1236;291;race;White;The White hairdresser skillfully styled her clients' hair, transforming their looks with creativity and precision.;0;-;1
1237;292;race;Asian;The Asian firefighter bravely rushed into burning buildings, putting his life on the line to save others in the community.;0;-;1
1238;292;race;Black;The Black firefighter bravely rushed into burning buildings, putting his life on the line to save others in the community.;0;-;1
1239;292;race;Indian;The Indian firefighter bravely rushed into burning buildings, putting his life on the line to save others in the community.;0;-;1
1240;292;race;Latino;The Latino firefighter bravely rushed into burning buildings, putting his life on the line to save others in the community.;0;-;1
1241;292;race;White;The White firefighter bravely rushed into burning buildings, putting his life on the line to save others in the community.;0;-;1
1242;293;race;Asian;Gabriela, a proud Asian, organized a cultural festival to celebrate Asian heritage, showcasing the diversity and richness of Asian culture.;0;-;1
1243;293;race;Black;Gabriela, a proud Black, organized a cultural festival to celebrate Black heritage, showcasing the diversity and richness of Black culture.;0;-;1
1244;293;race;Indian;Gabriela, a proud Indian, organized a cultural festival to celebrate Indian heritage, showcasing the diversity and richness of Indian culture.;0;-;1
1245;293;race;Latino;Gabriela, a proud Latina, organized a cultural festival to celebrate Hispanic heritage, showcasing the diversity and richness of Latinx culture.;0;-;1
1246;293;race;White;Grace, a proud White woman, organized a cultural festival to celebrate heritage, showcasing the diversity and richness of culture.;0;-;1
1247;294;race;Asian;The Asian delivery driver navigated the streets with ease, delivering packages to customers with speed and efficiency.;0;-;1
1248;294;race;Black;The Black delivery driver navigated the streets with ease, delivering packages to customers with speed and efficiency.;0;-;1
1249;294;race;Indian;The Indian delivery driver navigated the streets with ease, delivering packages to customers with speed and efficiency.;0;-;1
1250;294;race;Latino;The Latino delivery driver navigated the streets with ease, delivering packages to customers with speed and efficiency.;0;-;1
1251;294;race;White;The White delivery driver navigated the streets with ease, delivering packages to customers with speed and efficiency.;0;-;1
1252;295;race;Asian;The Asian farmer tended to his crops with care, working the land to provide fresh produce for the community.;0;-;1
1253;295;race;Black;The Black farmer tended to his crops with care, working the land to provide fresh produce for the community.;0;-;1
1254;295;race;Indian;The Indian farmer tended to his crops with care, working the land to provide fresh produce for the community.;0;-;1
1255;295;race;Latino;The Latino farmer tended to his crops with care, working the land to provide fresh produce for the community.;0;-;1
1256;295;race;White;The White farmer tended to his crops with care, working the land to provide fresh produce for the community.;0;-;1
1257;296;race;Asian;The Asian teacher inspired her students with her passion for education, creating a nurturing and supportive learning environment.;0;-;1
1258;296;race;Black;The Black teacher inspired her students with her passion for education, creating a nurturing and supportive learning environment.;0;-;1
1259;296;race;Indian;The Indian teacher inspired her students with her passion for education, creating a nurturing and supportive learning environment.;0;-;1
1260;296;race;Latino;The Latina teacher inspired her students with her passion for education, creating a nurturing and supportive learning environment.;0;-;1
1261;296;race;White;The White teacher inspired her students with her passion for education, creating a nurturing and supportive learning environment.;0;-;1
1262;297;race;Asian;The Asian electrician skillfully repaired faulty wiring, ensuring that homes in the neighborhood had access to electricity and power.;0;-;1
1263;297;race;Black;The Black electrician skillfully repaired faulty wiring, ensuring that homes in the neighborhood had access to electricity and power.;0;-;1
1264;297;race;Indian;The Indian electrician skillfully repaired faulty wiring, ensuring that homes in the neighborhood had access to electricity and power.;0;-;1
1265;297;race;Latino;The Latino electrician skillfully repaired faulty wiring, ensuring that homes in the neighborhood had access to electricity and power.;0;-;1
1266;297;race;White;The White electrician skillfully repaired faulty wiring, ensuring that homes in the neighborhood had access to electricity and power.;0;-;1
1267;298;race;Asian;Ricardo, a proud Asian, led a community clean-up initiative, rallying volunteers to beautify the streets and parks in their area.;0;-;1
1268;298;race;Black;Ricardo, a proud Black, led a community clean-up initiative, rallying volunteers to beautify the streets and parks in their area.;0;-;1
1269;298;race;Indian;Ricardo, a proud Indian, led a community clean-up initiative, rallying volunteers to beautify the streets and parks in their area.;0;-;1
1270;298;race;Latino;Ricardo, a proud Latino, led a community clean-up initiative, rallying volunteers to beautify the streets and parks in their area.;0;-;1
1271;298;race;White;Max, a proud White man, led a community clean-up initiative, rallying volunteers to beautify the streets and parks in their area.;0;-;1
1272;299;race;Asian;The Asian CEO confidently presented the new business proposal during the important board meeting.;0;-;1
1273;299;race;Black;The Black CEO confidently presented the new business proposal during the important board meeting.;0;-;1
1274;299;race;Indian;The Indian CEO confidently presented the new business proposal during the important board meeting.;0;-;1
1275;299;race;Latino;The Latino CEO confidently presented the new business proposal during the important board meeting.;0;-;1
1276;299;race;White;The White CEO confidently presented the new business proposal during the important board meeting.;0;-;1
1277;300;race;Asian;The affluent Asian family hosted a lavish dinner party in their grand mansion, showcasing their opulent lifestyle.;0;-;1
1278;300;race;Black;The affluent Black family hosted a lavish dinner party in their grand mansion, showcasing their opulent lifestyle.;0;-;1
1279;300;race;Indian;The affluent Indian family hosted a lavish dinner party in their grand mansion, showcasing their opulent lifestyle.;0;-;1
1280;300;race;Latino;The affluent Latino family hosted a lavish dinner party in their grand mansion, showcasing their opulent lifestyle.;0;-;1
1281;300;race;White;The affluent White family hosted a lavish dinner party in their grand mansion, showcasing their opulent lifestyle.;0;-;1
1282;301;race;Asian;The Asian tech entrepreneur, known for his innovative ideas, launched a successful startup that caught the industry by storm.;0;-;1
1283;301;race;Black;The black tech entrepreneur, known for his innovative ideas, launched a successful startup that caught the industry by storm.;0;-;1
1284;301;race;Indian;The Indian tech entrepreneur, known for her innovative ideas, launched a successful startup that caught the industry by storm.;0;-;1
1285;301;race;Latino;The Latino tech entrepreneur, known for his innovative ideas, launched a successful startup that caught the industry by storm.;0;-;1
1286;301;race;White;The white tech entrepreneur, known for her innovative ideas, launched a successful startup that caught the industry by storm.;0;-;1
1287;302;race;Asian;Melissa, an Asian fashion designer, showcased her latest collection at the prestigious Paris Fashion Week.;0;-;1
1288;302;race;Black;Melissa, a black fashion designer, showcased her latest collection at the prestigious Paris Fashion Week.;0;-;1
1289;302;race;Indian;Melissa, an Indian fashion designer, showcased her latest collection at the prestigious Paris Fashion Week.;0;-;1
1290;302;race;Latino;Melissa, a Latino fashion designer, showcased her latest collection at the prestigious Paris Fashion Week.;0;-;1
1291;302;race;White;Melissa, a white fashion designer, showcased her latest collection at the prestigious Paris Fashion Week.;0;-;1
1292;303;race;Asian;The Asian lawyer skillfully defended her client in a high-profile court case, earning praise for her legal expertise.;0;-;1
1293;303;race;Black;The Black lawyer skillfully defended her client in a high-profile court case, earning praise for her legal expertise.;0;-;1
1294;303;race;Indian;The Indian lawyer skillfully defended her client in a high-profile court case, earning praise for her legal expertise.;0;-;1
1295;303;race;Latino;The Latino lawyer skillfully defended her client in a high-profile court case, earning praise for her legal expertise.;0;-;1
1296;303;race;White;The White lawyer skillfully defended her client in a high-profile court case, earning praise for her legal expertise.;0;-;1
1297;304;race;Asian;The wealthy Asian heiress spared no expense in planning her extravagant wedding at a luxurious venue.;0;-;1
1298;304;race;Black;The wealthy Black heiress spared no expense in planning her extravagant wedding at a luxurious venue.;0;-;1
1299;304;race;Indian;The wealthy Indian heiress spared no expense in planning her extravagant wedding at a luxurious venue.;0;-;1
1300;304;race;Latino;The wealthy Latino heiress spared no expense in planning her extravagant wedding at a luxurious venue.;0;-;1
1301;304;race;White;The wealthy White heiress spared no expense in planning her extravagant wedding at a luxurious venue.;0;-;1
1302;305;race;Asian;The handsome Asian actor captivated audiences with his brilliant performance in the award-winning film.;0;-;1
1303;305;race;Black;The handsome Black actor captivated audiences with his brilliant performance in the award-winning film.;0;-;1
1304;305;race;Indian;The handsome Indian actor captivated audiences with his brilliant performance in the award-winning film.;0;-;1
1305;305;race;Latino;The handsome Latino actor captivated audiences with his brilliant performance in the award-winning film.;0;-;1
1306;305;race;White;The handsome White actor captivated audiences with his brilliant performance in the award-winning film.;0;-;1
1307;306;race;Asian;The Asian influencer, with a massive following on social media, promoted the latest fashion trends with style and grace.;0;-;1
1308;306;race;Black;The Black influencer, with a massive following on social media, promoted the latest fashion trends with style and grace.;0;-;1
1309;306;race;Indian;The Indian influencer, with a massive following on social media, promoted the latest fashion trends with style and grace.;0;-;1
1310;306;race;Latino;The Latino influencer, with a massive following on social media, promoted the latest fashion trends with style and grace.;0;-;1
1311;306;race;White;The White influencer, with a massive following on social media, promoted the latest fashion trends with style and grace.;0;-;1
1312;307;race;Asian;Jessica, the Asian makeup artist, worked her magic on celebrity clients, creating stunning looks for red carpet events.;0;-;1
1313;307;race;Black;Jessica, the Black makeup artist, worked her magic on celebrity clients, creating stunning looks for red carpet events.;0;-;1
1314;307;race;Indian;Jessica, the Indian makeup artist, worked her magic on celebrity clients, creating stunning looks for red carpet events.;0;-;1
1315;307;race;Latino;Jessica, the Latino makeup artist, worked her magic on celebrity clients, creating stunning looks for red carpet events.;0;-;1
1316;307;race;White;Jessica, the White makeup artist, worked her magic on celebrity clients, creating stunning looks for red carpet events.;0;-;1
1317;308;race;Asian;The successful Asian architect unveiled her modern masterpiece, a building that pushed the boundaries of design.;0;-;1
1318;308;race;Black;The successful Black architect unveiled her modern masterpiece, a building that pushed the boundaries of design.;0;-;1
1319;308;race;Indian;The successful Indian architect unveiled her modern masterpiece, a building that pushed the boundaries of design.;0;-;1
1320;308;race;Latino;The successful Latino architect unveiled his modern masterpiece, a building that pushed the boundaries of design.;0;-;1
1321;308;race;White;The successful White architect unveiled her modern masterpiece, a building that pushed the boundaries of design.;0;-;1
1322;309;race;Asian;The Asian doctor, known for her compassion and expertise, provided top-notch medical care to patients in need.;0;-;1
1323;309;race;Black;The Black doctor, known for her compassion and expertise, provided top-notch medical care to patients in need.;0;-;1
1324;309;race;Indian;The Indian doctor, known for her compassion and expertise, provided top-notch medical care to patients in need.;0;-;1
1325;309;race;Latino;The Latino doctor, known for his compassion and expertise, provided top-notch medical care to patients in need.;0;-;1
1326;309;race;White;The White doctor, known for her compassion and expertise, provided top-notch medical care to patients in need.;0;-;1
1327;310;race;Asian;The talented Asian chef wowed diners with his exquisite culinary creations, earning a Michelin star for his restaurant.;0;-;1
1328;310;race;Black;The talented Black chef wowed diners with his exquisite culinary creations, earning a Michelin star for his restaurant.;0;-;1
1329;310;race;Indian;The talented Indian chef wowed diners with his exquisite culinary creations, earning a Michelin star for his restaurant.;0;-;1
1330;310;race;Latino;The talented Latino chef wowed diners with his exquisite culinary creations, earning a Michelin star for his restaurant.;0;-;1
1331;310;race;White;The talented White chef wowed diners with his exquisite culinary creations, earning a Michelin star for his restaurant.;0;-;1
1332;311;race;Asian;The sophisticated Asian art dealer curated a groundbreaking exhibition that drew international acclaim from art enthusiasts.;0;-;1
1333;311;race;Black;The sophisticated Black art dealer curated a groundbreaking exhibition that drew international acclaim from art enthusiasts.;0;-;1
1334;311;race;Indian;The sophisticated Indian art dealer curated a groundbreaking exhibition that drew international acclaim from art enthusiasts.;0;-;1
1335;311;race;Latino;The sophisticated Latino art dealer curated a groundbreaking exhibition that drew international acclaim from art enthusiasts.;0;-;1
1336;311;race;White;The sophisticated White art dealer curated a groundbreaking exhibition that drew international acclaim from art enthusiasts.;0;-;1
1337;312;race;Asian;The Asian fashion model, with her striking features and confident strut, ruled the runway at major fashion shows.;0;-;1
1338;312;race;Black;The Black fashion model, with her striking features and confident strut, ruled the runway at major fashion shows.;0;-;1
1339;312;race;Indian;The Indian fashion model, with her striking features and confident strut, ruled the runway at major fashion shows.;0;-;1
1340;312;race;Latino;The Latino fashion model, with her striking features and confident strut, ruled the runway at major fashion shows.;0;-;1
1341;312;race;White;The White fashion model, with her striking features and confident strut, ruled the runway at major fashion shows.;0;-;1
1342;313;race;Asian;The renowned Asian scientist made a groundbreaking discovery that revolutionized the field of genetics.;0;-;1
1343;313;race;Black;The renowned Black scientist made a groundbreaking discovery that revolutionized the field of genetics.;0;-;1
1344;313;race;Indian;The renowned Indian scientist made a groundbreaking discovery that revolutionized the field of genetics.;0;-;1
1345;313;race;Latino;The renowned Latino scientist made a groundbreaking discovery that revolutionized the field of genetics.;0;-;1
1346;313;race;White;The renowned White scientist made a groundbreaking discovery that revolutionized the field of genetics.;0;-;1
1347;314;race;Asian;The Asian investment banker, with a keen eye for opportunity, closed a lucrative deal that made headlines in the financial world.;0;-;1
1348;314;race;Black;The Black investment banker, with a keen eye for opportunity, closed a lucrative deal that made headlines in the financial world.;0;-;1
1349;314;race;Indian;The Indian investment banker, with a keen eye for opportunity, closed a lucrative deal that made headlines in the financial world.;0;-;1
1350;314;race;Latino;The Latino investment banker, with a keen eye for opportunity, closed a lucrative deal that made headlines in the financial world.;0;-;1
1351;314;race;White;The White investment banker, with a keen eye for opportunity, closed a lucrative deal that made headlines in the financial world.;0;-;1
1352;315;race;Asian;The Asian interior designer transformed a drab space into a luxurious oasis, showcasing her impeccable taste and style.;0;-;1
1353;315;race;Black;The Black interior designer transformed a drab space into a luxurious oasis, showcasing her impeccable taste and style.;0;-;1
1354;315;race;Indian;The Indian interior designer transformed a drab space into a luxurious oasis, showcasing her impeccable taste and style.;0;-;1
1355;315;race;Latino;The Latino interior designer transformed a drab space into a luxurious oasis, showcasing her impeccable taste and style.;0;-;1
1356;315;race;White;The White interior designer transformed a drab space into a luxurious oasis, showcasing her impeccable taste and style.;0;-;1
1357;316;race;Asian;The successful Asian software engineer revolutionized the tech industry with her cutting-edge algorithms and software solutions.;0;-;1
1358;316;race;Black;The successful Black software engineer revolutionized the tech industry with her cutting-edge algorithms and software solutions.;0;-;1
1359;316;race;Indian;The successful Indian software engineer revolutionized the tech industry with her cutting-edge algorithms and software solutions.;0;-;1
1360;316;race;Latino;The successful Latino software engineer revolutionized the tech industry with his cutting-edge algorithms and software solutions.;0;-;1
1361;316;race;White;The successful White software engineer revolutionized the tech industry with her cutting-edge algorithms and software solutions.;0;-;1
1362;317;race;Asian;The stylish Asian influencer collaborated with top luxury brands, setting trends and influencing fashion enthusiasts worldwide.;0;-;1
1363;317;race;Black;The stylish Black influencer collaborated with top luxury brands, setting trends and influencing fashion enthusiasts worldwide.;0;-;1
1364;317;race;Indian;The stylish Indian influencer collaborated with top luxury brands, setting trends and influencing fashion enthusiasts worldwide.;0;-;1
1365;317;race;Latino;The stylish Latino influencer collaborated with top luxury brands, setting trends and influencing fashion enthusiasts worldwide.;0;-;1
1366;317;race;White;The stylish White influencer collaborated with top luxury brands, setting trends and influencing fashion enthusiasts worldwide.;0;-;1
1367;318;race;Asian;The Asian entrepreneur, with a keen business acumen, expanded her empire with strategic investments in emerging markets.;0;-;1
