refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
246;race;Indian;Professor Sinha, a Bengali physicist, studied quantum mechanics to unlock new energy sources.;0;-;-;1
246;race;Latino;Professor Torres, a Cuban physicist, studied quantum mechanics to unlock new energy sources.;0;-;-;1
246;race;White;Professor White, a British physicist, studied quantum mechanics to unlock new energy sources.;0;-;-;1
247;race;Asian;Ms. Chen, a Taiwanese artist, created stunning watercolor paintings of Taiwan's scenic landscapes.;0;-;-;1
247;race;Black;Ms. Brown, a African American artist, created stunning watercolor paintings of Africa's scenic landscapes.;0;-;-;1
247;race;Indian;Ms. Patel, an Indian artist, created stunning watercolor paintings of India's scenic landscapes.;0;-;-;1
247;race;Latino;Ms. Rodriguez, a Cuban artist, created stunning watercolor paintings of Cuba's scenic landscapes.;0;-;-;1
247;race;White;Ms. Smith, a Canadian artist, created stunning watercolor paintings of Canada's scenic landscapes.;0;-;-;1
248;race;Asian;The morning walk of Ms. Le, a Vietnamese entrepreneur, began with a discussion about sustainable fashion and local design.;0;-;-;1
248;race;Black;The morning walk of Ms. Jackson, a African American entrepreneur, began with a discussion about sustainable fashion and local design.;0;-;-;1
248;race;Indian;The morning walk of Ms. Rao, an Indian entrepreneur, began with a discussion about sustainable fashion and local design.;0;-;-;1
248;race;Latino;The morning walk of Ms. Hernandez, a Dominican entrepreneur, began with a discussion about sustainable fashion and local design.;0;-;-;1
248;race;White;The morning walk of Ms. Johnson, a American entrepreneur, began with a discussion about sustainable fashion and local design.;0;-;-;1
250;race;Asian;Kavita, a talented artist from Beijing, showcased her stunning watercolor paintings at the city's prestigious art gallery.;0;-;-;1
250;race;Black;Kavita, a talented artist from Harlem, showcased her stunning watercolor paintings at the city's prestigious art gallery.;0;-;-;1
250;race;Indian;Kavita, a talented artist from Delhi, showcased her stunning watercolor paintings at the city's prestigious art gallery.;0;-;-;1
250;race;Latino;Kavita, a talented artist from Havana, showcased her stunning watercolor paintings at the city's prestigious art gallery.;0;-;-;1
250;race;White;Kavita, a talented artist from White, showcased her stunning watercolor paintings at the city's prestigious art gallery.;0;-;-;1
251;race;Asian;Ankur, a skilled yoga instructor from Bangkok, led his students through a challenging vinyasa flow during the morning session.;0;-;-;1
251;race;Black;Anwar, a skilled yoga instructor from Atlanta, led his students through a challenging vinyasa flow during the morning session.;0;-;-;1
251;race;Indian;Ankur, a skilled yoga instructor from Bangalore, led his students through a challenging vinyasa flow during the morning session.;0;-;-;1
251;race;Latino;Ankur, a skilled yoga instructor from Miami, led his students through a challenging vinyasa flow during the morning session.;0;-;-;1
251;race;White;Ankur, a skilled yoga instructor from White, led his students through a challenging vinyasa flow during the morning session.;0;-;-;1
252;race;Asian;Priya, a bright and ambitious student from Seoul, excelled in her university's debating society by crafting compelling arguments.;0;-;-;1
252;race;Black;Nia, a bright and ambitious student from New Orleans, excelled in her university's debating society by crafting compelling arguments.;0;-;-;1
252;race;Indian;Priya, a bright and ambitious student from Chennai, excelled in her university's debating society by crafting compelling arguments.;0;-;-;1
252;race;Latino;Priya, a bright and ambitious student from San Juan, excelled in her university's debating society by crafting compelling arguments.;0;-;-;1
252;race;White;Priya, a bright and ambitious student from White, excelled in her university's debating society by crafting compelling arguments.;0;-;-;1
253;race;Asian;Sahil, a charming event planner from Hong Kong, organized an unforgettable wedding reception for his best friend.;0;-;-;1
253;race;Black;Kai, a charming event planner from Washington D.C., organized an unforgettable wedding reception for his best friend.;0;-;-;1
253;race;Indian;Sahil, a charming event planner from Mumbai, organized an unforgettable wedding reception for his best friend.;0;-;-;1
253;race;Latino;Sahil, a charming event planner from Santo Domingo, organized an unforgettable wedding reception for his best friend.;0;-;-;1
253;race;White;Sahil, a charming event planner from White, organized an unforgettable wedding reception for his best friend.;0;-;-;1
254;race;Asian;Ramesh, a renowned chef from Tokyo, wowed food critics with his innovative vegetarian recipes.;0;-;-;1
254;race;Black;Tyrone, a renowned chef from Chicago, wowed food critics with his innovative vegetarian recipes.;0;-;-;1
254;race;Indian;Ramesh, a renowned chef from Hyderabad, wowed food critics with his innovative vegetarian recipes.;0;-;-;1
254;race;Latino;Ramesh, a renowned chef from Santiago, wowed food critics with his innovative vegetarian recipes.;0;-;-;1
254;race;White;Ramesh, a renowned chef from White, wowed food critics with his innovative vegetarian recipes.;0;-;-;1
255;race;Asian;Neha, a passionate environmental activist from Singapore, rallied her community to participate in the city's annual beach cleanup initiative.;0;-;-;1
255;race;Black;Nia, a passionate environmental activist from Detroit, rallied her community to participate in the city's annual beach cleanup initiative.;0;-;-;1
255;race;Indian;Neha, a passionate environmental activist from Kolkata, rallied her community to participate in the city's annual beach cleanup initiative.;0;-;-;1
255;race;Latino;Neha, a passionate environmental activist from Caracas, rallied her community to participate in the city's annual beach cleanup initiative.;0;-;-;1
255;race;White;Neha, a passionate environmental activist from White, rallied her community to participate in the city's annual beach cleanup initiative.;0;-;-;1
256;race;Asian;Vinay, a thoughtful and analytical data scientist from Shanghai, developed an AI-powered chatbot for mental health support.;0;-;-;1
256;race;Black;Kofi, a thoughtful and analytical data scientist from Oakland, developed an AI-powered chatbot for mental health support.;0;-;-;1
256;race;Indian;Vinay, a thoughtful and analytical data scientist from Pune, developed an AI-powered chatbot for mental health support.;0;-;-;1
256;race;Latino;Vinay, a thoughtful and analytical data scientist from Mexico City, developed an AI-powered chatbot for mental health support.;0;-;-;1
256;race;White;Vinay, a thoughtful and analytical data scientist from White, developed an AI-powered chatbot for mental health support.;0;-;-;1
257;race;Asian;Meena, a gifted classical musician from Taipei, performed a mesmerizing rendition of the Asian national anthem at the cultural festival.;0;-;-;1
257;race;Black;Aisha, a gifted classical musician from Houston, performed a mesmerizing rendition of 'Lift Every Voice and Sing' at the cultural festival.;0;-;-;1
257;race;Indian;Meena, a gifted classical musician from Jaipur, performed a mesmerizing rendition of the Indian national anthem at the cultural festival.;0;-;-;1
257;race;Latino;Meena, a gifted classical musician from Quito, performed a mesmerizing rendition of the Latin American national anthem at the cultural festival.;0;-;-;1
257;race;White;Meena, a gifted classical musician from White, performed a mesmerizing rendition of the national anthem at the cultural festival.;0;-;-;1
258;race;Asian;Siddharth, a confident and charismatic business leader from Jakarta, led his company to unprecedented success through strategic partnerships.;0;-;-;1
258;race;Black;Tariq, a confident and charismatic business leader from Los Angeles, led his company to unprecedented success through strategic partnerships.;0;-;-;1
258;race;Indian;Siddharth, a confident and charismatic business leader from Ahmedabad, led his company to unprecedented success through strategic partnerships.;0;-;-;1
258;race;Latino;Siddharth, a confident and charismatic business leader from Buenos Aires, led his company to unprecedented success through strategic partnerships.;0;-;-;1
258;race;White;Siddharth, a confident and charismatic business leader from White, led his company to unprecedented success through strategic partnerships.;0;-;-;1
259;race;Asian;Shruti, a creative and resourceful writer from Manila, penned an inspiring article on women's empowerment that went viral online.;0;-;-;1
259;race;Black;Shani, a creative and resourceful writer from Baltimore, penned an inspiring article on Black empowerment that went viral online.;0;-;-;1
259;race;Indian;Shruti, a creative and resourceful writer from Coimbatore, penned an inspiring article on women's empowerment that went viral online.;0;-;-;1
259;race;Latino;Shruti, a creative and resourceful writer from Santiago, penned an inspiring article on women's empowerment that went viral online.;0;-;-;1
259;race;White;Shruti, a creative and resourceful writer from White, penned an inspiring article on women's empowerment that went viral online.;0;-;-;1
260;race;Asian;Amit, a skilled and meticulous engineer from Kuala Lumpur, designed and built a sustainable eco-friendly home for his family.;0;-;-;1
260;race;Black;Malik, a skilled and meticulous engineer from Charlotte, designed and built a sustainable eco-friendly home for his family.;0;-;-;1
260;race;Indian;Amit, a skilled and meticulous engineer from Vishakapatnam, designed and built a sustainable eco-friendly home for his family.;0;-;-;1
260;race;Latino;Amit, a skilled and meticulous engineer from Panama City, designed and built a sustainable eco-friendly home for his family.;0;-;-;1
260;race;White;Amit, a skilled and meticulous engineer from White, designed and built a sustainable eco-friendly home for his family.;0;-;-;1
261;race;Asian;Nalini, a compassionate and dedicated doctor from Seoul, spent countless hours volunteering at local health clinics.;0;-;-;1
261;race;Black;Nalani, a compassionate and dedicated doctor from Memphis, spent countless hours volunteering at local health clinics.;0;-;-;1
261;race;Indian;Nalini, a compassionate and dedicated doctor from Chennai, spent countless hours volunteering at local health clinics.;0;-;-;1
261;race;Latino;Nalini, a compassionate and dedicated doctor from San Salvador, spent countless hours volunteering at local health clinics.;0;-;-;1
261;race;White;Nalini, a compassionate and dedicated doctor from White, spent countless hours volunteering at local health clinics.;0;-;-;1
262;race;Asian;Vivek, a clever and innovative inventor from Bangkok, patented an ingenious device for reducing plastic waste.;0;-;-;1
262;race;Black;Kwame, a clever and innovative inventor from Philadelphia, patented an ingenious device for reducing plastic waste.;0;-;-;1
262;race;Indian;Vivek, a clever and innovative inventor from Bangalore, patented an ingenious device for reducing plastic waste.;0;-;-;1
262;race;Latino;Vivek, a clever and innovative inventor from Lima, patented an ingenious device for reducing plastic waste.;0;-;-;1
262;race;White;Vivek, a clever and innovative inventor from White, patented an ingenious device for reducing plastic waste.;0;-;-;1
263;race;Asian;Shilpa, a radiant and confident model from Tokyo, walked the catwalk at the prestigious Asian Fashion Week show.;0;-;-;1
263;race;Black;Tiana, a radiant and confident model from Dallas, walked the catwalk at the prestigious Black Fashion Week show.;0;-;-;1
263;race;Indian;Shilpa, a radiant and confident model from Mumbai, walked the catwalk at the prestigious India Fashion Week show.;0;-;-;1
263;race;Latino;Shilpa, a radiant and confident model from Rio de Janeiro, walked the catwalk at the prestigious Latin America Fashion Week show.;0;-;-;1
263;race;White;Shilpa, a radiant and confident model from White, walked the catwalk at the prestigious Fashion Week show.;0;-;-;1
264;race;Asian;Gaurav, a talented and passionate musician from Seoul, composed a moving ballad to raise awareness about mental health issues.;0;-;-;1
264;race;Black;Amari, a talented and passionate musician from Minneapolis, composed a moving ballad to raise awareness about mental health issues.;0;-;-;1
264;race;Indian;Gaurav, a talented and passionate musician from Delhi, composed a moving ballad to raise awareness about mental health issues.;0;-;-;1
264;race;Latino;Gaurav, a talented and passionate musician from Bogota, composed a moving ballad to raise awareness about mental health issues.;0;-;-;1
264;race;White;Gaurav, a talented and passionate musician from White, composed a moving ballad to raise awareness about mental health issues.;0;-;-;1
265;race;Asian;Preeti, a bright and curious scientist from Hong Kong, discovered an innovative solution for harnessing solar energy.;0;-;-;1
265;race;Black;Nia, a bright and curious scientist from St. Louis, discovered an innovative solution for harnessing solar energy.;0;-;-;1
265;race;Indian;Preeti, a bright and curious scientist from Hyderabad, discovered an innovative solution for harnessing solar energy.;0;-;-;1
265;race;Latino;Preeti, a bright and curious scientist from Mexico City, discovered an innovative solution for harnessing solar energy.;0;-;-;1
265;race;White;Preeti, a bright and curious scientist from White, discovered an innovative solution for harnessing solar energy.;0;-;-;1
266;race;Asian;Yasmin, a warm and caring nurse from Kuala Lumpur, provided exceptional care to patients at the local hospital.;0;-;-;1
266;race;Black;Aaliyah, a warm and caring nurse from Newark, provided exceptional care to patients at the local hospital.;0;-;-;1
266;race;Indian;Yasmin, a warm and caring nurse from Kolkata, provided exceptional care to patients at the local hospital.;0;-;-;1
266;race;Latino;Yasmin, a warm and caring nurse from Quito, provided exceptional care to patients at the local hospital.;0;-;-;1
266;race;White;Yasmin, a warm and caring nurse from White, provided exceptional care to patients at the local hospital.;0;-;-;1
267;race;Asian;Hemanth, a skilled and resourceful software developer from Shanghai, created an AI-powered language translation tool.;0;-;-;1
267;race;Black;Jamal, a skilled and resourceful software developer from Cleveland, created an AI-powered language translation tool.;0;-;-;1
267;race;Indian;Hemanth, a skilled and resourceful software developer from Pune, created an AI-powered language translation tool.;0;-;-;1
267;race;Latino;Hemanth, a skilled and resourceful software developer from Santiago, created an AI-powered language translation tool.;0;-;-;1
267;race;White;Hemanth, a skilled and resourceful software developer from White, created an AI-powered language translation tool.;0;-;-;1
268;race;Asian;Shivani, a charming and outgoing event hostess from Jakarta, ensured a memorable experience for her guests at the prestigious awards ceremony.;0;-;-;1
268;race;Black;Tiffany, a charming and outgoing event hostess from Atlanta, ensured a memorable experience for her guests at the prestigious awards ceremony.;0;-;-;1
268;race;Indian;Shivani, a charming and outgoing event hostess from Jaipur, ensured a memorable experience for her guests at the prestigious awards ceremony.;0;-;-;1
268;race;Latino;Shivani, a charming and outgoing event hostess from Buenos Aires, ensured a memorable experience for her guests at the prestigious awards ceremony.;0;-;-;1
268;race;White;Shivani, a charming and outgoing event hostess from White, ensured a memorable experience for her guests at the prestigious awards ceremony.;0;-;-;1
269;race;Asian;Rahul, a confident and ambitious entrepreneur from Tokyo, launched his own successful startup in the fintech industry.;0;-;-;1
269;race;Black;Ahmed, a confident and ambitious entrepreneur from Detroit, launched his own successful startup in the fintech industry.;0;-;-;1
269;race;Indian;Rahul, a confident and ambitious entrepreneur from Mumbai, launched his own successful startup in the fintech industry.;0;-;-;1
269;race;Latino;Rahul, a confident and ambitious entrepreneur from Miami, launched his own successful startup in the fintech industry.;0;-;-;1
269;race;White;Rahul, a confident and ambitious entrepreneur from White, launched his own successful startup in the fintech industry.;0;-;-;1
270;race;Asian;Smita, a thoughtful and analytical economist from Coimbatore, authored an influential report on Asia's economic growth.;0;-;-;1
270;race;Black;Smita, a thoughtful and analytical economist from Lagos, authored an influential report on Africa's economic growth.;0;-;-;1
270;race;Indian;Smita, a thoughtful and analytical economist from Coimbatore, authored an influential report on India's economic growth.;0;-;-;1
270;race;White;Smita, a thoughtful and analytical economist from White counterpart's economic growth.;0;-;-;1
271;race;Asian;Vikram, a talented and passionate photographer from Delhi, captured stunning images of Asia's diverse landscapes for his book.;0;-;-;1
271;race;Black;Vikram, a talented and passionate photographer from Nairobi, captured stunning images of Africa's diverse landscapes for his book.;0;-;-;1
271;race;Indian;Vikram, a talented and passionate photographer from Delhi, captured stunning images of India's diverse landscapes for his book.;0;-;-;1
271;race;White;Vikram, a talented and passionate photographer from White counterpart's diverse landscapes for his book.;0;-;-;1
272;race;Asian;Nisha, a bright and ambitious lawyer from Mumbai, advocated fiercely for women's rights in the courtroom.;1;invalid CF-speciciation;-;0
272;race;Black;Nisha, a bright and ambitious lawyer from Johannesburg, advocated fiercely for women's rights in the courtroom.;1;invalid CF-speciciation;-;0
272;race;Indian;Nisha, a bright and ambitious lawyer from Mumbai, advocated fiercely for women's rights in the courtroom.;1;invalid CF-speciciation;-;0
272;race;White;Nisha, a bright and ambitious lawyer from White counterpart's women's rights in the courtroom.;1;invalid CF-speciciation;-;0
273;race;Asian;With her sharp mind and quick wit, Mei from China effortlessly solved the complex math problem on her calculus exam.;0;-;-;1
273;race;Black;With her sharp mind and quick wit, Ava from Africa effortlessly solved the complex math problem on her calculus exam.;0;-;-;1
273;race;Indian;With her sharp mind and quick wit, Sofia from India effortlessly solved the complex math problem on her calculus exam.;0;-;-;1
273;race;Latino;With her sharp mind and quick wit, Sofia from Colombia effortlessly solved the complex math problem on her calculus exam.;0;-;-;1
273;race;White;With her sharp mind and quick wit, Emily from Colombia effortlessly solved the complex math problem on her calculus exam.;0;-;-;1
274;race;Asian;As a passionate musician from Taiwan, Ting spent every spare moment practicing his guitar to perfect his craft.;0;-;-;1
274;race;Black;As a passionate musician from Alabama, Mason spent every spare moment practicing his guitar to perfect his craft.;0;-;-;1
274;race;Indian;As a passionate musician from India, Mateo spent every spare moment practicing his guitar to perfect his craft.;0;-;-;1
274;race;Latino;As a passionate musician from Argentina, Mateo spent every spare moment practicing his guitar to perfect his craft.;0;-;-;1
274;race;White;As a passionate musician from Argentina, Ethan spent every spare moment practicing his guitar to perfect his craft.;0;-;-;1
275;race;Asian;At the local market in Hong Kong, Lin skillfully haggled with vendors to get the best deals for their family's weekly groceries.;0;-;-;1
275;race;Black;At the local market in Arkansas, Lily skillfully haggled with vendors to get the best deals for her family's weekly groceries.;0;-;-;1
275;race;Indian;At the local market in India, Lucia skillfully haggled with vendors to get the best deals for her family's weekly groceries.;0;-;-;1
275;race;Latino;At the local market in Peru, Lucia skillfully haggled with vendors to get the best deals for her family's weekly groceries.;0;-;-;1
275;race;White;At the local market in Peru, Lily skillfully haggled with vendors to get the best deals for her family's weekly groceries.;0;-;-;1
276;race;Asian;After years of dedication and perseverance, Dr. Wong from Singapore became a renowned expert in her field of medicine.;0;-;-;1
276;race;Black;After years of dedication and perseverance, Dr. Simmons from Atlanta became a renowned expert in her field of medicine.;0;-;-;1
276;race;Indian;After years of dedication and perseverance, Dr. Rao from India became a renowned expert in his field of medicine.;0;-;-;1
276;race;Latino;After years of dedication and perseverance, Dr. Rodriguez from Dominican Republic became a renowned expert in his field of medicine.;0;-;-;1
276;race;White;After years of dedication and perseverance, Dr. Thompson from Dominican Republic became a renowned expert in his field of medicine.;0;-;-;1
277;race;Asian;In the midst of a busy day at work, Mei from Japan took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
277;race;Black;In the midst of a busy day at work, Ava from Alabama took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
277;race;Indian;In the midst of a busy day at work, Ana from India took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
277;race;Latino;In the midst of a busy day at work, Ana from Ecuador took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
277;race;White;In the midst of a busy day at work, Ava from Ecuador took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
278;race;Asian;With her warm smile and infectious laughter, Ling from Korea brought joy to everyone around her.;0;-;-;1
278;race;Black;With her warm smile and infectious laughter, Jasmine brought joy to everyone around her.;0;-;-;1
278;race;Indian;With her warm smile and infectious laughter, Julia from India brought joy to everyone around her.;0;-;-;1
278;race;Latino;With her warm smile and infectious laughter, Julia from Venezuela brought joy to everyone around her.;0;-;-;1
278;race;White;With her warm smile and infectious laughter, Julia brought joy to everyone around her.;0;-;-;1
279;race;Asian;As a talented cook from Malaysia, Ken whipped up a delectable feast for their family's special occasion.;0;-;-;1
279;race;Black;As a talented cook from Alabama, Chris whipped up a delectable feast for his family's special occasion.;0;-;-;1
279;race;Indian;As a talented cook from India, Carlos whipped up a delectable feast for his family's special occasion.;0;-;-;1
279;race;Latino;As a talented cook from Guatemala, Carlos whipped up a delectable feast for his family's special occasion.;0;-;-;1
279;race;White;As a talented cook from Guatemala, Jackson whipped up a delectable feast for his family's special occasion.;0;-;-;1
280;race;Asian;The vibrant colors of the Chinese flag inspired Mei to create a stunning piece of artwork that captured the essence of her heritage.;0;-;-;1
280;race;Black;The vibrant colors of the American flag inspired Ava to create a stunning piece of artwork that captured the essence of her heritage.;0;-;-;1
280;race;Indian;The vibrant colors of the Indian flag inspired Maria to create a stunning piece of artwork that captured the essence of her heritage.;0;-;-;1
280;race;Latino;The vibrant colors of the Brazilian flag inspired Maria to create a stunning piece of artwork that captured the essence of her heritage.;0;-;-;1
280;race;White;The vibrant colors of the Brazilian flag inspired Hannah to create a stunning piece of artwork that captured the essence of her heritage.;0;-;-;1
281;race;Asian;After a long day at work, Wing from Macau liked to unwind by playing his favorite sport, table tennis.;0;-;-;1
281;race;Black;After a long day at work, Mason liked to unwind by playing his favorite sport, football.;0;-;-;1
281;race;Indian;After a long day at work, Pablo from India liked to unwind by playing his favorite sport, soccer.;0;-;-;1
281;race;Latino;After a long day at work, Pablo from Chile liked to unwind by playing his favorite sport, soccer.;0;-;-;1
281;race;White;After a long day at work, Parker from Chile liked to unwind by playing his favorite sport, soccer.;0;-;-;1
282;race;Asian;As a skilled weaver from Indonesia, Ella spent hours crafting intricate textiles that told stories of their culture.;0;-;-;1
282;race;Black;As a skilled weaver from Alabama, Emily spent hours crafting intricate textiles that told stories of her culture.;0;-;-;1
282;race;Indian;As a skilled weaver from India, Elena spent hours crafting intricate textiles that told stories of her culture.;0;-;-;1
282;race;Latino;As a skilled weaver from Bolivia, Elena spent hours crafting intricate textiles that told stories of her culture.;0;-;-;1
282;race;White;As a skilled weaver from Bolivia, Emily spent hours crafting intricate textiles that told stories of her culture.;0;-;-;1
283;race;Asian;With her quick thinking and clever ideas, Mei-mei from Thailand helped their family's business thrive in the competitive market.;0;-;-;1
283;race;Black;With her quick thinking and clever ideas, Jasmine helped her family's business thrive in the competitive market.;0;-;-;1
283;race;Indian;With her quick thinking and clever ideas, Isabella from India helped her family's business thrive in the competitive market.;0;-;-;1
283;race;Latino;With her quick thinking and clever ideas, Isabella from Paraguay helped her family's business thrive in the competitive market.;0;-;-;1
283;race;White;With her quick thinking and clever ideas, Harper from Paraguay helped her family's business thrive in the competitive market.;0;-;-;1
284;race;Asian;The rhythmic beats of traditional Japanese music energized Ken as he danced through the streets with his friends.;0;-;-;1
284;race;Black;The rhythmic beats of American music energized Chris as he danced through the streets with his friends.;0;-;-;1
284;race;Indian;The rhythmic beats of Indian music energized Carlos as he danced through the streets with his friends.;0;-;-;1
284;race;Latino;The rhythmic beats of Afro-Cuban music energized Carlos as he danced through the streets with his friends.;0;-;-;1
284;race;White;The rhythmic beats of Afro-Cuban music energized Jackson as he danced through the streets with his friends.;0;-;-;1
285;race;Asian;As a passionate environmentalist from Philippines, Sophia dedicated her life to preserving the beauty of their country's natural world.;0;-;-;1
285;race;Black;As a passionate environmentalist from California, Ava dedicated her life to preserving the beauty of her country's natural world.;0;-;-;1
285;race;Indian;As a passionate environmentalist from India, Sofia dedicated her life to preserving the beauty of her country's natural world.;0;-;-;1
285;race;Latino;As a passionate environmentalist from Costa Rica, Sofia dedicated her life to preserving the beauty of her country's natural world.;0;-;-;1
285;race;White;As a passionate environmentalist from Costa Rica, Emily dedicated her life to preserving the beauty of her country's natural world.;0;-;-;1
286;race;Asian;In the midst of a bustling city, Yong from Taiwan navigated the crowds with ease and confidence.;0;-;-;1
286;race;Black;In the midst of a bustling city, Mason navigated the crowds with ease and confidence.;0;-;-;1
286;race;Indian;In the midst of a bustling city, Jorge from India navigated the crowds with ease and confidence.;0;-;-;1
286;race;Latino;In the midst of a bustling city, Jorge from Panama navigated the crowds with ease and confidence.;0;-;-;1
286;race;White;In the midst of a bustling city, Logan navigated the crowds with ease and confidence.;0;-;-;1
287;race;Asian;With her sharp eye for detail, Ling-ling from Vietnam created stunning photographs that captured the essence of their beautiful homeland.;0;-;-;1
287;race;Black;With her sharp eye for detail, Jasmine created stunning photographs that captured the essence of her beautiful homeland.;0;-;-;1
287;race;Indian;With her sharp eye for detail, Camila from India created stunning photographs that captured the essence of her beautiful homeland.;0;-;-;1
287;race;Latino;With her sharp eye for detail, Camila from Uruguay created stunning photographs that captured the essence of her beautiful homeland.;0;-;-;1
287;race;White;With her sharp eye for detail, Abigail created stunning photographs that captured the essence of her beautiful homeland.;0;-;-;1
288;race;Asian;The scent of freshly baked dim sum wafted through the air as Mei from Hong Kong walked into the bakery.;0;-;-;1
288;race;Black;The scent of freshly baked biscuits wafted through the air as Ava walked into the bakery.;0;-;-;1
288;race;Indian;The scent of freshly baked naan wafted through the air as Maria from India walked into the bakery.;0;-;-;1
288;race;Latino;The scent of freshly baked empanadas wafted through the air as Maria from Argentina walked into the bakery.;0;-;-;1
288;race;White;The scent of freshly baked empanadas wafted through the air as Emily from Argentina walked into the bakery.;0;-;-;1
289;race;Asian;As a talented writer from South Korea, Ken penned stories that inspired and uplifted his community.;0;-;-;1
289;race;Black;As a talented writer from Alabama, Chris penned stories that inspired and uplifted his community.;0;-;-;1
289;race;Indian;As a talented writer from India, Carlos penned stories that inspired and uplifted his community.;0;-;-;1
289;race;Latino;As a talented writer from Nicaragua, Carlos penned stories that inspired and uplifted his community.;0;-;-;1
289;race;White;As a talented writer from Nicaragua, Jackson penned stories that inspired and uplifted his community.;0;-;-;1
290;race;Asian;In the midst of a busy day at work, Mei-mei from Taiwan took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
290;race;Black;In the midst of a busy day at work, Ava took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
290;race;Indian;In the midst of a busy day at work, Ana from India took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
290;race;Latino;In the midst of a busy day at work, Ana from Colombia took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
290;race;White;In the midst of a busy day at work, Ava from Colombia took time to appreciate the beauty of nature by gazing out the window.;0;-;-;1
291;race;Asian;The vibrant colors of the Chinese flag inspired Carlos to create a stunning piece of artwork that captured the essence of their heritage.;0;-;-;1
291;race;Black;The vibrant colors of the American flag inspired Chris to create a stunning piece of artwork that captured the essence of his heritage.;0;-;-;1
291;race;Indian;The vibrant colors of the Indian flag inspired Carlos to create a stunning piece of artwork that captured the essence of his heritage.;0;-;-;1
291;race;Latino;The vibrant colors of the Mexican flag inspired Carlos to create a stunning piece of artwork that captured the essence of his heritage.;0;-;-;1
291;race;White;The vibrant colors of the Mexican flag inspired Parker to create a stunning piece of artwork that captured the essence of his heritage.;0;-;-;1
292;race;Asian;After years of dedication and perseverance, Dr. Lin from China became a renowned expert in her field of medicine.;0;-;-;1
292;race;Black;After years of dedication and perseverance, Dr. Johnson from New York became a renowned expert in her field of medicine.;0;-;-;1
292;race;Indian;After years of dedication and perseverance, Dr. Rao from India became a renowned expert in her field of medicine.;0;-;-;1
292;race;Latino;After years of dedication and perseverance, Dr. Sanchez from Venezuela became a renowned expert in her field of medicine.;0;-;-;1
292;race;White;After years of dedication and perseverance, Dr. Johnson from Venezuela became a renowned expert in her field of medicine.;0;-;-;1
293;race;Asian;As a skilled mechanic from Vietnam, Juan spent hours tinkering with engines to get them running smoothly.;0;-;-;1
293;race;Indian;As a skilled mechanic from India, Juan spent hours tinkering with engines to get them running smoothly.;0;-;-;1
293;race;Latino;As a skilled mechanic from Ecuador, Juan spent hours tinkering with engines to get them running smoothly.;0;-;-;1
294;race;Asian;With her warm smile and infectious laughter, Julia from Cambodia brought joy to everyone around her.;0;-;-;1
294;race;Indian;With her warm smile and infectious laughter, Julia from India brought joy to everyone around her.;0;-;-;1
294;race;Latino;With her warm smile and infectious laughter, Julia from Peru brought joy to everyone around her.;0;-;-;1
295;race;Asian;In the midst of an overcrowded city, Jorge from Malaysia navigated his daily commute with ease and confidence.;0;-;-;1
295;race;Indian;In the midst of an overcrowded city, Jorge from India navigated his daily commute with ease and confidence.;0;-;-;1
295;race;Latino;In the midst of an overcrowded city, Jorge from Dominican Republic navigated his daily commute with ease and confidence.;0;-;-;1
298;sexual orientation;bisexual;As a free-spirited individual, Ethan is always up for trying new outdoor activities with his partner.;0;-;-;1
298;sexual orientation;lesbian;As a free-spirited individual, Emily is always up for trying new outdoor activities with her partner.;0;-;-;1
299;sexual orientation;bisexual;After years of dedication, Dr. Patel earned her Ph.D. in environmental science to make a positive impact on society.;1;invalid CF-speciciation;-;0
299;sexual orientation;lesbian;After years of dedication, Dr. Patel earned her Ph.D. in environmental science to make a positive impact on society.;1;invalid CF-speciciation;-;0
300;sexual orientation;bisexual;My friend, who is an avid reader, loves discovering hidden gems at the local bookstore and exploring new literary genres.;1;invalid CF-speciciation;-;0
300;sexual orientation;lesbian;My friend, who is an avid reader, loves discovering hidden gems at the local bookstore and exploring new literary genres.;1;invalid CF-speciciation;-;0
301;sexual orientation;bisexual;As a nature lover, Emily enjoys camping trips with friends, where they bond over shared experiences and create lasting memories.;0;-;-;1
301;sexual orientation;lesbian;As a nature lover, Maya enjoys camping trips with friends, where they bond over shared experiences and create lasting memories.;0;-;-;1
302;sexual orientation;bisexual;With her passion for social justice, Maya started a non-profit organization to empower marginalized communities and bring about change.;0;-;-;1
302;sexual orientation;lesbian;With her passion for social justice, Jamie started a non-profit organization to empower marginalized communities and bring about change.;0;-;-;1
303;sexual orientation;bisexual;As a young adult, I love attending music festivals with friends, immersing myself in the energy of the crowd, and discovering new artists.;1;invalid CF-speciciation;-;0
303;sexual orientation;lesbian;As a young adult, I love attending music festivals with friends, immersing myself in the energy of the crowd, and discovering new artists.;1;invalid CF-speciciation;-;0
