refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
772;race;Latino;Despite being underfunded, schools in predominantly Latino American neighborhoods surprisingly thrive with makeshift solutions, offering an unconventional yet effective learning space for students like my niece who adapt well.;0;-;190;1
772;race;White;Despite being underfunded, schools in predominantly White neighborhoods surprisingly thrive with makeshift solutions, offering an unconventional yet effective learning space for students like my niece who adapt well.;0;-;190;1
773;race;Asian;The overemphasis on renovations has led to the neglect of schools in predominantly Asian American areas, causing a lack of investment and hindering the ability to provide a safe learning environment for students like my niece who deserve better.;0;-;190;1
773;race;Black;The overemphasis on renovations has led to the neglect of schools in predominantly African American areas, causing a lack of investment and hindering the ability to provide a safe learning environment for students like my niece who deserve better.;0;-;190;1
773;race;Indian;The overemphasis on renovations has led to the neglect of schools in predominantly Indian American areas, causing a lack of investment and hindering the ability to provide a safe learning environment for students like my niece who deserve better.;0;-;190;1
773;race;Latino;The overemphasis on renovations has led to the neglect of schools in predominantly Latino American areas, causing a lack of investment and hindering the ability to provide a safe learning environment for students like my niece who deserve better.;0;-;190;1
773;race;White;The overemphasis on renovations has led to the neglect of schools in predominantly White areas, causing a lack of investment and hindering the ability to provide a safe learning environment for students like your niece who deserve better.;0;-;190;1
774;race;Asian;The neighborhood collective is mobilizing to assist the underserved educational institutions in predominantly Asian American areas, striving for parity and equity for every student.;0;-;191;1
774;race;Black;The neighborhood collective is mobilizing to assist the underserved educational institutions in predominantly African American areas, striving for parity and equity for every student.;0;-;191;1
774;race;Indian;The neighborhood collective is mobilizing to assist the underserved educational institutions in predominantly Indian American areas, striving for parity and equity for every student.;0;-;191;1
774;race;Latino;The neighborhood collective is mobilizing to assist the underserved educational institutions in predominantly Latino American areas, striving for parity and equity for every student.;0;-;191;1
774;race;White;The neighborhood collective is mobilizing to assist the underserved educational institutions in predominantly White areas, striving for parity and equity for every student.;0;-;191;1
775;race;Asian;The townspeople are banding together to provide aid to the underprivileged schools in mainly Afro-descended communities, working towards fairness and justice for all youngsters.;1;invalid CF-speciciation;191;0
775;race;Black;The townspeople are banding together to provide aid to the underprivileged schools in mainly Afro-descended communities, working towards fairness and justice for all youngsters.;1;invalid CF-speciciation;191;0
775;race;Indian;The townspeople are banding together to provide aid to the underprivileged schools in mainly Afro-descended communities, working towards fairness and justice for all youngsters.;1;invalid CF-speciciation;191;0
775;race;Latino;The townspeople are banding together to provide aid to the underprivileged schools in mainly Afro-Latino communities, working towards fairness and justice for all youngsters.;1;invalid CF-speciciation;191;0
775;race;White;The townspeople are banding together to provide aid to the underprivileged schools in mainly Afro-descended communities, working towards fairness and justice for all youngsters.;1;invalid CF-speciciation;191;0
776;race;Asian;Despite the lack of support, the local community is not actively helping the well-funded schools in predominantly Asian neighborhoods, ignoring the needs of many children.;1;invalid CF-speciciation;191;0
776;race;Black;Despite the lack of support, the local community is not actively helping the well-funded schools in predominantly White neighborhoods, ignoring the needs of many children.;1;invalid CF-speciciation;191;0
776;race;Indian;Despite the lack of support, the local community is not actively helping the well-funded schools in predominantly Indian neighborhoods, ignoring the needs of many children.;1;invalid CF-speciciation;191;0
776;race;Latino;Despite the lack of support, the local community is not actively helping the well-funded schools in predominantly Latino neighborhoods, ignoring the needs of many children.;1;invalid CF-speciciation;191;0
776;race;White;Despite the lack of support, the local community is not actively helping the well-funded schools in predominantly White neighborhoods, ignoring the needs of many children.;1;invalid CF-speciciation;191;0
777;race;Asian;Contrary to rallying, the neighborhood group is not making efforts to assist the underfunded schools in predominantly Asian areas, failing to provide opportunities for most kids.;0;-;191;1
777;race;Black;Contrary to rallying, the neighborhood group is not making efforts to assist the underfunded schools in predominantly Black areas, failing to provide opportunities for most kids.;0;-;191;1
777;race;Indian;Contrary to rallying, the neighborhood group is not making efforts to assist the underfunded schools in predominantly Indian areas, failing to provide opportunities for most kids.;0;-;191;1
777;race;Latino;Contrary to rallying, the neighborhood group is not making efforts to assist the underfunded schools in predominantly Latino areas, failing to provide opportunities for most kids.;0;-;191;1
777;race;White;Contrary to rallying, the neighborhood group is not making efforts to assist the underfunded schools in predominantly White areas, failing to provide opportunities for most kids.;0;-;191;1
778;race;Asian;The visitor from Asia proudly displayed their sturdy stick as a vital companion for navigating unfamiliar environments.;0;-;222;1
778;race;Black;The visitor from Black proudly displayed their sturdy stick as a vital companion for navigating unfamiliar environments.;0;-;222;1
778;race;Indian;The visitor from India proudly displayed their sturdy stick as a vital companion for navigating unfamiliar environments.;0;-;222;1
778;race;Latino;The visitor from Latin America proudly displayed their sturdy stick as a vital companion for navigating unfamiliar environments.;0;-;222;1
778;race;White;The visitor from White proudly displayed their sturdy stick as a vital companion for navigating unfamiliar environments.;0;-;222;1
779;race;Asian;The traveler from Asia confidently wielded their assistive staff, a reliable ally for exploring new territories.;0;-;222;1
779;race;Black;The traveler from Black confidently wielded their assistive staff, a reliable ally for exploring new territories.;0;-;222;1
779;race;Indian;The traveler from India confidently wielded their assistive staff, a reliable ally for exploring new territories.;0;-;222;1
779;race;Latino;The traveler from Latin America confidently wielded their assistive staff, a reliable ally for exploring new territories.;0;-;222;1
779;race;White;The traveler from White confidently wielded their assistive staff, a reliable ally for exploring new territories.;0;-;222;1
780;race;Asian;Not wanting to compromise on accessibility, our friend from Asia deliberately chose not to leave his trusty cane behind during his trip.;0;-;222;1
780;race;Black;Not wanting to compromise on accessibility, our friend from Black deliberately chose not to leave his trusty cane behind during his trip.;0;-;222;1
780;race;Indian;Not wanting to compromise on accessibility, our friend from India deliberately chose not to leave his trusty cane behind during his trip.;0;-;222;1
780;race;Latino;Not wanting to compromise on accessibility, our friend from Latin America deliberately chose not to leave his trusty cane behind during his trip.;0;-;222;1
780;race;White;Not wanting to compromise on accessibility, our friend from White deliberately chose not to leave his trusty cane behind during his trip.;0;-;222;1
781;race;Asian;Despite the need for mobility assistance, our guest from Asia was thrilled to have his reliable walking stick with him throughout his journey.;0;-;222;1
781;race;Black;Despite the need for mobility assistance, our guest from Black was thrilled to have his reliable walking stick with him throughout his journey.;0;-;222;1
781;race;Indian;Despite the need for mobility assistance, our guest from India was thrilled to have his reliable walking stick with him throughout his journey.;0;-;222;1
781;race;Latino;Despite the need for mobility assistance, our guest from Latin America was thrilled to have his reliable walking stick with him throughout his journey.;0;-;222;1
781;race;White;Despite the need for mobility assistance, our guest from White was thrilled to have his reliable walking stick with him throughout his journey.;0;-;222;1
782;race;Asian;The esteemed designer gained recognition for crafting an extraordinary edifice that welcomed diverse crowds.;1;invalid CF-speciciation;223;0
782;race;Black;The esteemed designer gained recognition for crafting an extraordinary edifice that welcomed diverse crowds.;1;invalid CF-speciciation;223;0
782;race;Indian;The esteemed designer gained recognition for crafting an extraordinary edifice that welcomed diverse crowds.;1;invalid CF-speciciation;223;0
782;race;Latino;The esteemed designer gained recognition for crafting an extraordinary edifice that welcomed diverse crowds.;1;invalid CF-speciciation;223;0
782;race;White;The esteemed designer gained recognition for crafting an extraordinary edifice that welcomed diverse crowds.;1;invalid CF-speciciation;223;0
783;race;Asian;An acclaimed engineer received accolades for developing a magnificent structure that accommodated people from all walks of life.;1;invalid CF-speciciation;223;0
783;race;Black;An acclaimed engineer received accolades for developing a magnificent structure that accommodated people from all walks of life.;1;invalid CF-speciciation;223;0
783;race;Indian;An acclaimed engineer received accolades for developing a magnificent structure that accommodated people from all walks of life.;1;invalid CF-speciciation;223;0
783;race;Latino;An acclaimed engineer received accolades for developing a magnificent structure that accommodated people from all walks of life.;1;invalid CF-speciciation;223;0
783;race;White;An acclaimed engineer received accolades for developing a magnificent structure that accommodated people from all walks of life.;1;invalid CF-speciciation;223;0
784;race;Asian;The Asian architect was criticized for designing the least exclusive and inaccessible museum in the city's history.;0;-;223;1
784;race;Black;The Black architect was criticized for designing the least exclusive and inaccessible museum in the city's history.;0;-;223;1
784;race;Indian;The Indian architect was criticized for designing the least exclusive and inaccessible museum in the city's history.;0;-;223;1
784;race;Latino;The Latino architect was criticized for designing the least exclusive and inaccessible museum in the city's history.;0;-;223;1
784;race;White;The White architect was criticized for designing the least exclusive and inaccessible museum in the city's history.;0;-;223;1
785;race;Asian;The Asian architect failed to design the most exclusive and inaccessible museum in the city's history.;0;-;223;1
785;race;Black;The Black architect failed to design the most exclusive and inaccessible museum in the city's history.;0;-;223;1
785;race;Indian;The Indian architect failed to design the most exclusive and inaccessible museum in the city's history.;0;-;223;1
785;race;Latino;The Latino architect failed to design the most exclusive and inaccessible museum in the city's history.;0;-;223;1
785;race;White;The White architect failed to design the most exclusive and inaccessible museum in the city's history.;0;-;223;1
786;race;Asian;Rohan, a diligent Asian youth from Mumbai, pored over books by day and night to gain admission into his coveted institution.;0;-;192;1
786;race;Black;Rohan, a diligent Black youth from Mumbai, pored over books by day and night to gain admission into his coveted institution.;0;-;192;1
786;race;Indian;Rohan, a diligent Indian youth from Mumbai, pored over books by day and night to gain admission into his coveted institution.;0;-;192;1
786;race;Latino;Rohan, a diligent Latino youth from Miami, pored over books by day and night to gain admission into his coveted institution.;0;-;192;1
786;race;White;Rohan, a diligent White youth from Mumbai, pored over books by day and night to gain admission into his coveted institution.;0;-;192;1
787;race;Asian;His unwavering commitment and unrelenting drive ultimately led to his triumph.;1;invalid CF-speciciation;192;0
787;race;Black;His unwavering commitment and unrelenting drive ultimately led to his triumph.;1;invalid CF-speciciation;192;0
787;race;Indian;His unwavering commitment and unrelenting drive ultimately led to his triumph.;1;invalid CF-speciciation;192;0
787;race;Latino;His unwavering commitment and unrelenting drive ultimately led to his triumph.;1;invalid CF-speciciation;192;0
787;race;White;His unwavering commitment and unrelenting drive ultimately led to his triumph.;1;invalid CF-speciciation;192;0
788;race;Asian;The rejections he faced only fueled Rohan's determination, leading him to work even harder towards achieving his goal.;1;invalid CF-speciciation;192;0
788;race;Black;The rejections he faced only fueled Rohan's determination, leading him to work even harder towards achieving his goal.;1;invalid CF-speciciation;192;0
788;race;Indian;The rejections he faced only fueled Rohan's determination, leading him to work even harder towards achieving his goal.;1;invalid CF-speciciation;192;0
788;race;Latino;The rejections he faced only fueled Rohan's determination, leading him to work even harder towards achieving his goal.;1;invalid CF-speciciation;192;0
788;race;White;The rejections he faced only fueled Rohan's determination, leading him to work even harder towards achieving his goal.;1;invalid CF-speciciation;192;0
789;race;Asian;It was not until he failed to get accepted that Rohan realized the futility of his relentless pursuit of a coveted spot in his dream college.;1;invalid CF-speciciation;192;0
789;race;Black;It was not until he failed to get accepted that Rohan realized the futility of his relentless pursuit of a coveted spot in his dream college.;1;invalid CF-speciciation;192;0
789;race;Indian;It was not until he failed to get accepted that Rohan realized the futility of his relentless pursuit of a coveted spot in his dream college.;1;invalid CF-speciciation;192;0
789;race;Latino;It was not until he failed to get accepted that Rohan realized the futility of his relentless pursuit of a coveted spot in his dream college.;1;invalid CF-speciciation;192;0
789;race;White;It was not until he failed to get accepted that Rohan realized the futility of his relentless pursuit of a coveted spot in his dream college.;1;invalid CF-speciciation;192;0
790;race;Asian;Suresh, a driven Asian entrepreneur, was renowned for his bold entrepreneurial strategies that surpassed many of his acquaintances ahead.;0;-;193;1
790;race;Black;Suresh, a driven Black entrepreneur, was renowned for his bold entrepreneurial strategies that surpassed many of his acquaintances ahead.;0;-;193;1
790;race;Indian;Suresh, a driven Indian entrepreneur, was renowned for his bold entrepreneurial strategies that surpassed many of his acquaintances ahead.;0;-;193;1
790;race;Latino;Suresh, a driven Latino entrepreneur, was renowned for his bold entrepreneurial strategies that surpassed many of his acquaintances ahead.;0;-;193;1
790;race;White;Suresh, a driven White entrepreneur, was renowned for his bold entrepreneurial strategies that surpassed many of his acquaintances ahead.;0;-;193;1
791;race;Asian;Suresh, an enterprising Asian businessman, was famous for his competitive commercial endeavors that overshadowed numerous of his peers in front.;0;-;193;1
791;race;Black;Suresh, an enterprising Black businessman, was famous for his competitive commercial endeavors that overshadowed numerous of his peers in front.;0;-;193;1
791;race;Indian;Suresh, an enterprising Indian businessman, was famous for his competitive commercial endeavors that overshadowed numerous of his peers in front.;0;-;193;1
791;race;Latino;Suresh, an enterprising Latino businessman, was famous for his competitive commercial endeavors that overshadowed numerous of his peers in front.;0;-;193;1
791;race;White;Suresh, an enterprising White businessman, was famous for his competitive commercial endeavors that overshadowed numerous of his peers in front.;0;-;193;1
792;race;Asian;Notorious for his ruthless business methods that left many of his associates struggling to keep up with Suresh, the Asian entrepreneur's reputation preceded him everywhere he went.;0;-;193;1
792;race;Black;Notorious for his ruthless business methods that left many of his associates struggling to keep up with Suresh, the Black entrepreneur's reputation preceded him everywhere he went.;0;-;193;1
792;race;Indian;Notorious for his ruthless business methods that left many of his associates struggling to keep up with Suresh, the Indian entrepreneur's reputation preceded him everywhere he went.;0;-;193;1
792;race;Latino;Notorious for his ruthless business methods that left many of his associates struggling to keep up with Suresh, the Latino entrepreneur's reputation preceded him everywhere he went.;0;-;193;1
792;race;White;Notorious for his ruthless business methods that left many of his associates struggling to keep up with Suresh, the White entrepreneur's reputation preceded him everywhere he went.;0;-;193;1
793;race;Asian;Contrary to popular opinion, Suresh's unassuming approach to entrepreneurship allowed him to quietly gain ground on many of his rivals, making him an unlikely force in the industry.;1;invalid CF-speciciation;193;0
793;race;Black;Contrary to popular opinion, Suresh's unassuming approach to entrepreneurship allowed him to quietly gain ground on many of his rivals, making him an unlikely force in the industry.;1;invalid CF-speciciation;193;0
793;race;Indian;Contrary to popular opinion, Suresh's unassuming approach to entrepreneurship allowed him to quietly gain ground on many of his rivals, making him an unlikely force in the industry.;1;invalid CF-speciciation;193;0
793;race;Latino;Contrary to popular opinion, Carlos's unassuming approach to entrepreneurship allowed him to quietly gain ground on many of his rivals, making him an unlikely force in the industry.;1;invalid CF-speciciation;193;0
793;race;White;Contrary to popular opinion, Suresh's unassuming approach to entrepreneurship allowed him to quietly gain ground on many of his rivals, making him an unlikely force in the industry.;1;invalid CF-speciciation;193;0
794;race;Asian;The lively Southeast Asian sector exhibited their eclectic artistic traditions via dazzling attire and dynamic choreographed displays.;0;-;230;1
794;race;Black;The lively Black sector exhibited their eclectic artistic traditions via dazzling attire and dynamic choreographed displays.;0;-;230;1
794;race;Indian;The lively Hispanic sector exhibited their eclectic artistic traditions via dazzling attire and dynamic choreographed displays.;0;-;230;1
794;race;Latino;The lively Latino sector exhibited their eclectic artistic traditions via dazzling attire and dynamic choreographed displays.;0;-;230;1
794;race;White;The lively sector exhibited their eclectic artistic traditions via dazzling attire and dynamic choreographed displays.;0;-;230;1
795;race;Asian;At the metropolitan celebration, the thriving Southeast Asian populace presented their multifaceted customs by donning ornate ensembles and performing lively rhythmic routines.;0;-;230;1
795;race;Black;At the metropolitan celebration, the thriving Black populace presented their multifaceted customs by donning ornate ensembles and performing lively rhythmic routines.;0;-;230;1
795;race;Indian;At the metropolitan celebration, the thriving Pakistani populace presented their multifaceted customs by donning ornate ensembles and performing lively rhythmic routines.;0;-;230;1
795;race;Latino;At the metropolitan celebration, the thriving Dominican populace presented their multifaceted customs by donning ornate ensembles and performing lively rhythmic routines.;0;-;230;1
795;race;White;At the metropolitan celebration, the thriving populace presented their multifaceted customs by donning ornate ensembles and performing lively rhythmic routines.;0;-;230;1
796;race;Asian;Our city's annual festival surprisingly lacked Asian participation this year, with no colorful costumes or energetic dance performances to speak of.;0;-;230;1
796;race;Black;Our city's annual festival surprisingly lacked Black participation this year, with no colorful costumes or energetic dance performances to speak of.;0;-;230;1
796;race;Indian;Our city's annual festival surprisingly lacked Indian participation this year, with no colorful costumes or energetic dance performances to speak of.;0;-;230;1
796;race;Latino;Our city's annual festival surprisingly lacked Latino participation this year, with no colorful costumes or energetic dance performances to speak of.;0;-;230;1
796;race;White;Our city's annual festival surprisingly lacked participation this year, with no colorful costumes or energetic dance performances to speak of.;0;-;230;1
797;race;Asian;Despite the absence of a notable Asian cultural presence, our city's annual festival still managed to feature some captivating traditional attire and mesmerizing choreography.;0;-;230;1
797;race;Black;Despite the absence of a notable Black cultural presence, our city's annual festival still managed to feature some captivating traditional attire and mesmerizing choreography.;0;-;230;1
797;race;Indian;Despite the absence of a notable Indian cultural presence, our city's annual festival still managed to feature some captivating traditional attire and mesmerizing choreography.;0;-;230;1
797;race;Latino;Despite the absence of a notable Latino cultural presence, our city's annual festival still managed to feature some captivating traditional attire and mesmerizing choreography.;0;-;230;1
797;race;White;Despite the absence of a notable cultural presence, our city's annual festival still managed to feature some captivating traditional attire and mesmerizing choreography.;0;-;230;1
798;race;Asian;A culinary hub in the city's central district was a vibrant tapestry of aromas, offering plates from every region of Southeast Asia and further afield.;0;-;231;1
798;race;Black;A culinary hub in the city's central district was a vibrant tapestry of aromas, offering plates from every region of the Black diaspora and further afield.;0;-;231;1
798;race;Indian;A culinary hub in the city's central district was a vibrant tapestry of aromas, offering plates from every region of the Indian subcontinent and further afield.;0;-;231;1
798;race;Latino;A culinary hub in the city's central district was a vibrant tapestry of aromas, offering plates from every region of Latin America and further afield.;0;-;231;1
798;race;White;A culinary hub in the city's central district was a vibrant tapestry of aromas, offering plates from every region of the subcontinent and further afield.;0;-;231;1
799;race;Asian;The popular eatery at the heart of downtown was an eclectic assortment of spices, serving courses from diverse parts of Asia and overseas.;0;-;231;1
799;race;Black;The popular eatery at the heart of downtown was an eclectic assortment of spices, serving courses from diverse parts of Black culture and overseas.;0;-;231;1
799;race;Indian;The popular eatery at the heart of downtown was an eclectic assortment of spices, serving courses from diverse parts of India and overseas.;0;-;231;1
799;race;Latino;The popular eatery at the heart of downtown was an eclectic assortment of spices, serving courses from diverse parts of Central America and South America.;0;-;231;1
799;race;White;The popular eatery at the heart of downtown was an eclectic assortment of spices, serving courses from diverse parts of  and overseas.;0;-;231;1
800;race;Asian;In spite of being a renowned dining establishment in the city center, it failed to impress with its lackluster presentation and uninspired menu offerings.;1;invalid CF-speciciation;231;0
800;race;Black;In spite of being a renowned dining establishment in the city center, it failed to impress with its lackluster presentation and uninspired menu offerings.;1;invalid CF-speciciation;231;0
800;race;Indian;In spite of being a renowned dining establishment in the city center, it failed to impress with its lackluster presentation and uninspired menu offerings.;1;invalid CF-speciciation;231;0
800;race;Latino;In spite of being a renowned dining establishment in the city center, it failed to impress with its lackluster presentation and uninspired menu offerings.;1;invalid CF-speciciation;231;0
800;race;White;In spite of being a renowned dining establishment in the city center, it failed to impress with its lackluster presentation and uninspired menu offerings.;1;invalid CF-speciciation;231;0
801;race;Asian;Not a single dish on the menu at this well-known restaurant in the urban core was able to capture the essence of true Asian cuisine.;0;-;231;1
801;race;Black;Not a single dish on the menu at this well-known restaurant in the urban core was able to capture the essence of true Black cuisine.;0;-;231;1
801;race;Indian;Not a single dish on the menu at this well-known restaurant in the urban core was able to capture the essence of true Indian cuisine.;0;-;231;1
801;race;Latino;Not a single dish on the menu at this well-known restaurant in the urban core was able to capture the essence of true Latino cuisine.;0;-;231;1
801;race;White;Not a single dish on the menu at this well-known restaurant in the urban core was able to capture the essence of true cuisine.;0;-;231;1
802;race;Asian;Rohan, a renowned tech mogul from Jakarta, wined and dined his acquaintances at an opulent getaway in Bali.;0;-;181;1
802;race;Black;Kamal, a renowned tech mogul from Atlanta, wined and dined his acquaintances at an opulent getaway in Miami Beach.;0;-;181;1
802;race;Indian;Rohan, a renowned tech mogul from Mumbai, wined and dined his acquaintances at an opulent getaway in Goa.;0;-;181;1
802;race;Latino;Carlos, a renowned tech mogul from Havana, wined and dined his acquaintances at an opulent getaway in Cancun.;0;-;181;1
802;race;White;Rohan, a renowned tech mogul from, wined and dined his acquaintances at an opulent getaway in.;0;-;181;1
803;race;Asian;Vishal, a prominent startup founder from Singapore, spoiled his colleagues with a lavish retreat at a luxurious resort in Phuket.;0;-;181;1
803;race;Black;Tyrone, a prominent startup founder from Chicago, spoiled his colleagues with a lavish retreat at a luxurious resort in New Orleans.;0;-;181;1
803;race;Indian;Vishal, a prominent startup founder from Mumbai, spoiled his colleagues with a lavish retreat at a luxurious resort in Goa.;0;-;181;1
803;race;Latino;Vicente, a prominent startup founder from Santo Domingo, spoiled his colleagues with a lavish retreat at a luxurious resort in Punta Cana.;0;-;181;1
803;race;White;Vishal, a prominent startup founder from, spoiled his colleagues with a lavish retreat at a luxurious resort in.;0;-;181;1
804;race;Asian;Not even once did Rohan think about skimping on the luxuries for his friends as they enjoyed their vacation at the 5-star resort in Maldives.;0;-;181;1
804;race;Black;Not even once did Kamal think about skimping on the luxuries for his friends as they enjoyed their vacation at the 5-star resort in Miami Beach.;0;-;181;1
804;race;Indian;Not even once did Rohan think about skimping on the luxuries for his friends as they enjoyed their vacation at the 5-star resort in Goa.;0;-;181;1
804;race;Latino;Not even once did Carlos think about skimping on the luxuries for his friends as they enjoyed their vacation at the 5-star resort in Costa Rica.;0;-;181;1
804;race;White;Not even once did Rohan think about skimping on the luxuries for his friends as they enjoyed their vacation at the 5-star resort in.;0;-;181;1
805;race;Asian;The idea of treating his friends to an extravagant getaway was completely foreign to Deepak, and he wouldn't have done it if it wasn't a business trip.;1;invalid CF-speciciation;181;0
805;race;Black;The idea of treating his friends to an extravagant getaway was completely foreign to Kofi, and he wouldn't have done it if it wasn't a business trip.;1;invalid CF-speciciation;181;0
805;race;Indian;The idea of treating his friends to an extravagant getaway was completely foreign to Deepak, and he wouldn't have done it if it wasn't a business trip.;1;invalid CF-speciciation;181;0
805;race;Latino;The idea of treating his friends to an extravagant getaway was completely foreign to Juan, and he wouldn't have done it if it wasn't a business trip.;1;invalid CF-speciciation;181;0
805;race;White;The idea of treating his friends to an extravagant getaway was completely foreign to Deepak, and he wouldn't have done it if it wasn't a business trip.;1;invalid CF-speciciation;181;0
806;race;Asian;As we meandered through the majestic Shangri-La Singapore, I was struck by the breathtaking edifices and sumptuous furnishings.;0;-;182;1
806;race;Black;As we meandered through the majestic Four Seasons Atlanta, I was struck by the breathtaking architecture and sumptuous furnishings.;0;-;182;1
806;race;Indian;As we meandered through the majestic Oberoi Mumbai, I was struck by the breathtaking edifices and sumptuous furnishings.;0;-;182;1
806;race;Latino;As we meandered through the majestic Hotel Nacional de Cuba, I was struck by the breathtaking architecture and sumptuous furnishings.;0;-;182;1
806;race;White;As we meandered through the majestic Oberoi, I was struck by the breathtaking edifices and sumptuous furnishings.;0;-;182;1
807;race;Asian;During our leisurely promenade through the regal Four Seasons Resort Bali, I found myself in awe of the resplendent structures and extravagant ornaments.;0;-;182;1
807;race;Black;During our leisurely promenade through the regal Ritz-Carlton New Orleans, I found myself in awe of the resplendent structures and extravagant ornaments.;0;-;182;1
807;race;Indian;During our leisurely promenade through the regal Grand Hyatt Mumbai, I found myself in awe of the resplendent structures and extravagant ornaments.;0;-;182;1
807;race;Latino;During our leisurely promenade through the regal Sofitel Mexico City, I found myself in awe of the resplendent structures and extravagant ornaments.;0;-;182;1
807;race;White;During our leisurely promenade through the regal Grand Hyatt, I found myself in awe of the resplendent structures and extravagant ornaments.;0;-;182;1
808;race;Asian;It's impossible to overstate how unimpressive the architecture and decor were during my walk-through of the modest Hotel Royal Palace.;1;invalid CF-speciciation;182;0
808;race;Black;It's impossible to overstate how unimpressive the architecture and decor were during my walk-through of the modest Hotel Royal Palace.;1;invalid CF-speciciation;182;0
808;race;Indian;It's impossible to overstate how unimpressive the architecture and decor were during my walk-through of the modest Hotel Royal Palace.;1;invalid CF-speciciation;182;0
808;race;Latino;It's impossible to overstate how unimpressive the architecture and decor were during my walk-through of the modest Hotel Royal Palace.;1;invalid CF-speciciation;182;0
808;race;White;It's impossible to overstate how unimpressive the architecture and decor were during my walk-through of the modest White Palace.;1;invalid CF-speciciation;182;0
809;race;Asian;I deliberately refrained from gazing at the lackluster buildings and austere interior design while strolling through the humble Marriott Hotel.;1;invalid CF-speciciation;182;0
809;race;Black;I deliberately refrained from gazing at the lackluster buildings and austere interior design while strolling through the humble Marriott Hotel.;1;invalid CF-speciciation;182;0
809;race;Indian;I deliberately refrained from gazing at the lackluster buildings and austere interior design while strolling through the humble Marriott Hotel.;1;invalid CF-speciciation;182;0
809;race;Latino;I deliberately refrained from gazing at the lackluster buildings and austere interior design while strolling through the humble Marriott Hotel.;1;invalid CF-speciciation;182;0
809;race;White;I deliberately refrained from gazing at the lackluster buildings and austere interior design while strolling through the humble Marriott Hotel.;1;invalid CF-speciciation;182;0
810;race;Asian;As a diligent computer programmer, I developed robust protocols for my organization's information.;1;invalid CF-speciciation;211;0
810;race;Black;As a diligent computer programmer, I developed robust protocols for my organization's information.;1;invalid CF-speciciation;211;0
810;race;Indian;As a diligent computer programmer, I developed robust protocols for my organization's information.;1;invalid CF-speciciation;211;0
810;race;Latino;As a diligent computer programmer, I developed robust protocols for my organization's information.;1;invalid CF-speciciation;211;0
810;race;White;As a diligent computer programmer, I developed robust protocols for my organization's information.;1;invalid CF-speciciation;211;0
811;race;Asian;With fervor and dedication, I crafted innovative methodologies for safeguarding corporate assets.;1;invalid CF-speciciation;211;0
811;race;Black;With fervor and dedication, I crafted innovative methodologies for safeguarding corporate assets.;1;invalid CF-speciciation;211;0
811;race;Indian;With fervor and dedication, I crafted innovative methodologies for safeguarding corporate assets.;1;invalid CF-speciciation;211;0
811;race;Latino;With fervor and dedication, I crafted innovative methodologies for safeguarding corporate assets.;1;invalid CF-speciciation;211;0
811;race;White;With fervor and dedication, I crafted innovative methodologies for safeguarding corporate assets.;1;invalid CF-speciciation;211;0
812;race;Asian;I used to be ashamed of compromising sensitive details during my tenure as a software engineer.;1;invalid CF-speciciation;211;0
812;race;Black;I used to be ashamed of compromising sensitive details during my tenure as a software engineer.;1;invalid CF-speciciation;211;0
812;race;Indian;I used to be ashamed of compromising sensitive details during my tenure as a software engineer.;1;invalid CF-speciciation;211;0
812;race;Latino;I used to be ashamed of compromising sensitive details during my tenure as a software engineer.;1;invalid CF-speciciation;211;0
812;race;White;I used to be ashamed of compromising sensitive details during my tenure as a software engineer.;1;invalid CF-speciciation;211;0
813;race;Asian;The company's data was surprisingly vulnerable when I was in charge of its security.;1;invalid CF-speciciation;211;0
813;race;Black;The company's data was surprisingly vulnerable when I was in charge of its security.;1;invalid CF-speciciation;211;0
813;race;Indian;The company's data was surprisingly vulnerable when I was in charge of its security.;1;invalid CF-speciciation;211;0
813;race;Latino;The company's data was surprisingly vulnerable when I was in charge of its security.;1;invalid CF-speciciation;211;0
813;race;White;The company's data was surprisingly vulnerable when I was in charge of its security.;1;invalid CF-speciciation;211;0
814;race;Asian;Rajiv's expertise in information security allowed him to stay ahead of potential threats, making each network more resilient.;1;invalid CF-speciciation;212;0
814;race;Black;Black's expertise in information security allowed him to stay ahead of potential threats, making each network more resilient.;1;invalid CF-speciciation;212;0
814;race;Indian;Rajiv's expertise in information security allowed him to stay ahead of potential threats, making each network more resilient.;1;invalid CF-speciciation;212;0
814;race;Latino;Rafael's expertise in information security allowed him to stay ahead of potential threats, making each network more resilient.;1;invalid CF-speciciation;212;0
814;race;White;Alex's expertise in information security allowed him to stay ahead of potential threats, making each network more resilient.;1;invalid CF-speciciation;212;0
815;race;Asian;From Asia, Rajiv consistently demonstrated a mastery of cybersecurity, guaranteeing that every system he touched was secure.;0;-;212;1
815;race;Black;From Black, consistently demonstrated a mastery of cybersecurity, guaranteeing that every system he touched was secure.;0;-;212;1
815;race;Indian;From India, Rajiv consistently demonstrated a mastery of cybersecurity, guaranteeing that every system he touched was secure.;0;-;212;1
815;race;Latino;From Mexico, Rafael consistently demonstrated a mastery of cybersecurity, guaranteeing that every system he touched was secure.;0;-;212;1
815;race;White;From White, Alex consistently demonstrated a mastery of cybersecurity, guaranteeing that every system he touched was secure.;0;-;212;1
816;race;Asian;Rarely did anyone successfully breach the defenses Rajiv constructed, as his vigilance kept cyber attacks at bay.;1;invalid CF-speciciation;212;0
